Data,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BIEU39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BOTZ39,BLBT39,BURA39,BITH11,ETHE11,HASH11,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USDB11,USTK11,WRLD11,BTLT39,BIYT39,BOVA11,BIEM39,BIVB39,BIJR39,BITO39,BAER39,BIXN39,BIAU39,BHYG39,BLQD39,BRAX11,ECOO11,BACW39,BAAX39,BCHI39,BNDA39,BEWJ39,BIWM39,IVVB11,BIVE39,BDVY39,BSOX39,BSHV39,BSLV39,SMAL11,BGOV39,BIYE39,B5P211,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,META11,NSDV11,NDIV11,IBOB11,PIBB11,QBTC11,QETH11,BOVS11,WEB311,ACWI11,XINA11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,URET11,USAL11,UTEC11,TRIG11
2024-03-08,121.25,121.85,120.34,114.69,6.99,49.9,65.84,6.25,105.41,16.1,129.4,119.5,47.154627901,12.77,12.48,11.14,7.99,124.54,15.28,42.3,128.63,12.6,106.44,100.48,10.44,125.86,6.24,40.524311648,27.597759524,46.310351321,80.0,58.15,55.0,35.49,110.8,217.2,92.72,70.75,116.91,92.6,76.57,78.89,117.26,14.77,53.4,139.36,90.46,108.37,91.0,11.73,95.91,31.375145336,46.808205385,123.26,42.416940193,63.743762492,67.268727198,55.914594583,32.192507819,,51.27,47.396696904,54.548676102,105.69,108.9,53.781771958,33.459540632,24.075999366,65.21,44.138486491,51.304757152,283.75,60.171474756,,28.562585253,54.057074528,37.0,107.0,37.522248893,75.795578943,87.62,32.66,54.09,49.49,35.39,114.08,129.32,88.21,127.25,55.3,99.1,57.09,82.31,36.57,56.85,14.35,55.8,276.29,63.7,64.1,114.5,107.79873208,103.51,220.75,21.7,14.45,97.83,41.45,11.15,4.9,9.19,7.18,9.59,10.86,12.86,12.06,12.52,11.43,9.05,10.8,15.39,40.27
2024-03-11,120.63,121.48,119.66,114.09,6.98,49.88,65.56,6.31,105.03,16.05,129.4,119.9,46.817100038,12.8,12.64,11.05,7.98,123.63,15.91,43.5,127.7,12.38,106.31,106.52,10.41,124.93,6.92,39.764980365,28.70406191,45.973548766,84.9,60.1,57.15,35.29,110.5,224.0,92.57,69.11,116.08,92.13,76.89,79.12,117.31,16.59,53.45,138.42,90.6,107.93,90.86,11.67,95.58,31.414623342,46.907061151,122.32,42.387201745,63.753720898,66.641350468,55.824939968,31.713808818,12.154018762,51.35,47.249654411,53.504210844,105.03,108.57,53.373504479,33.429728152,24.612345886,64.68,42.914628547,50.826576891,283.25,60.251014048,58.652482943,28.03346361,53.99809245,37.06,106.16,37.502448234,76.310925452,87.68,32.7,53.46,48.86,35.07,114.16,128.41,87.5,127.4,54.9,98.7,56.63,82.41,36.45,56.51,13.91,55.83,275.8,63.0,73.52,113.9,107.09195038,102.81,218.85,22.99,14.98,97.1,43.4,11.12,5.0,9.14,7.17,9.59,10.85,12.75,11.99,12.47,11.44,9.0,10.78,15.33,40.3
2024-03-12,121.82,122.84,120.49,115.1,6.92,50.47,66.37,6.32,105.54,16.09,129.5,119.55,47.412737443,12.95,12.49,11.15,8.05,125.11,15.7,42.2,129.29,12.88,107.76,104.97,10.54,126.54,6.75,40.124663604,28.973162491,46.706589621,83.03,59.12,56.36,35.14,111.7,226.79,92.4,68.6,117.49,93.33,76.75,79.97,117.37,16.25,53.41,139.16,91.39,107.46,90.51,11.87,96.38,31.069190789,46.610493852,123.81,42.744063125,64.351225312,66.362516365,56.412675775,31.524323797,12.353756128,50.65,47.249654411,53.356409157,106.56,110.12,53.901264878,33.916665333,25.069233663,64.56,43.153430097,50.627335116,286.24,60.489631926,59.057869289,28.153264737,54.076735221,36.55,107.65,37.38364428,76.112715256,87.74,32.53,53.84,49.12,34.76,113.95,129.89,88.25,129.2,55.55,98.78,56.9,82.48,36.85,57.52,14.06,56.46,278.58,64.38,72.5,114.58,107.76968626,104.28,221.75,22.7,14.45,98.26,42.41,11.22,5.1,9.19,7.24,9.68,10.93,12.93,11.96,12.63,11.3,8.99,10.89,15.62,40.68
2024-03-13,122.55,123.97,120.52,115.64,6.77,50.87,66.55,6.3,105.55,16.09,129.7,119.85,47.601355954,13.04,12.5,11.23,8.13,125.12,16.03,43.32,129.63,12.75,108.4,107.84,10.58,126.73,6.5,40.0846988,28.903395674,45.022576846,84.74,59.2,57.12,35.09,112.02,232.26,92.22,69.23,118.52,91.72,77.09,79.83,117.36,18.59,53.55,139.17,92.23,107.33,90.37,11.77,96.34,30.891539761,46.363354436,124.37,42.545806803,64.13214036,66.701100632,56.24332817,31.414621943,12.383716733,51.31,47.249654411,53.208607469,106.56,110.4,53.891307135,33.807352905,25.267880523,62.58,42.914628547,50.976008222,285.57,60.479689514,59.55224288,27.973563047,54.007922796,37.8,108.1,37.304441644,77.490276118,87.78,32.31,53.69,49.09,34.78,114.27,130.34,87.9,130.15,55.75,99.06,57.28,82.5,36.95,57.44,14.05,56.72,278.1,64.72,71.97,114.35,107.47922803,104.42,222.6,23.26,14.5,98.55,43.5,11.2,5.13,9.2,7.24,9.66,10.95,12.96,11.96,12.54,11.39,8.95,10.88,15.46,41.0
2024-03-14,122.25,123.45,120.57,115.03,6.77,51.01,66.38,6.3,105.08,16.04,129.35,119.3,47.204264351,12.95,12.5,11.18,8.09,125.14,15.35,41.09,129.31,12.68,107.84,101.0,10.57,126.11,6.24,39.245437908,28.195760814,45.369285358,82.5,56.49,55.09,34.56,111.84,226.67,92.1,67.51,119.31,90.76,76.85,78.71,117.48,16.31,53.48,135.55,91.94,105.67,89.97,11.75,96.05,30.55597671,46.20518521,123.82,42.426853009,63.913055409,65.386597007,56.064018941,31.594134068,12.353756128,51.08,47.249654411,53.110073011,106.02,110.38,53.572659347,33.688102983,24.820925089,63.3,42.854928159,49.910064724,285.75,60.151589933,58.573383168,27.484375114,54.204529723,37.72,108.05,37.264840326,78.015533138,87.75,31.93,52.73,48.47,34.34,113.85,129.9,87.27,129.16,55.6,98.64,56.54,82.38,36.95,57.32,13.63,56.56,278.24,63.81,64.98,113.5,106.67562692,103.96,221.69,22.42,13.91,98.21,43.4,11.19,5.05,9.15,7.23,9.65,10.91,12.91,11.95,12.54,11.37,8.82,10.89,15.43,40.79
2024-03-15,121.39,122.6,119.72,114.7,6.75,50.85,65.65,6.25,104.49,16.01,129.5,119.45,47.323391832,12.87,12.52,11.16,8.03,124.22,15.01,40.3,128.35,12.59,106.8,99.0,10.51,125.58,6.1,39.565156343,28.285461008,46.359881109,79.75,54.66,53.0,34.55,110.75,233.31,92.39,67.84,117.76,90.36,77.23,78.26,117.51,15.43,53.46,138.21,90.85,106.41,90.2,11.62,95.84,30.644802223,,122.87,42.426853009,63.932972222,65.874556686,55.98432595,31.624052756,12.193966235,50.99,47.249654411,53.110073011,105.45,109.5,53.58261709,33.459540632,24.820925089,63.0,43.173330226,50.298586186,284.4,60.290783694,59.028206873,27.424474551,54.273342147,38.4,106.67,37.185637689,78.947121059,87.64,31.98,52.62,48.62,35.03,113.38,128.85,86.9,128.5,55.15,98.82,56.6,82.27,36.7,56.69,13.82,56.25,276.8,63.2,61.65,113.15,106.32707704,103.29,220.17,21.78,13.48,97.57,43.68,11.15,5.07,9.18,7.19,9.6,10.91,12.81,11.96,12.42,11.35,8.83,10.84,15.27,40.52
2024-03-18,121.54,122.74,119.42,114.06,6.77,50.72,66.02,6.22,105.01,16.01,129.15,119.0,47.402810153,12.99,12.51,11.26,8.04,124.41,14.76,37.03,128.56,12.91,107.01,96.0,10.6,125.55,5.5,40.124663604,28.823662168,46.855178984,78.0,51.31,51.55,34.75,110.67,232.42,92.82,66.95,118.54,91.21,77.9,78.85,117.56,13.98,53.44,137.95,90.5,106.48,90.51,11.74,96.75,30.684280229,46.561065969,123.05,42.664760596,64.729644773,66.491975056,56.691601242,31.863402256,,51.31,47.543739397,53.405676386,105.55,108.92,54.249785896,33.747727944,25.178489436,63.8,44.138486491,50.50779005,288.0,60.847558742,58.830457436,27.614159668,54.617404269,38.36,106.87,37.185637689,79.521930627,87.64,32.06,53.5,48.8,35.45,112.97,129.23,87.25,127.9,55.25,98.57,57.38,82.25,36.72,57.65,13.81,55.9,280.25,64.59,64.5,113.56,106.88862962,103.71,220.65,20.77,12.82,97.72,41.65,11.25,5.11,9.21,7.23,9.72,10.92,12.85,11.98,12.58,11.42,8.88,10.94,15.41,40.34
2024-03-19,122.13,123.41,120.3,114.76,6.77,51.36,66.29,6.25,105.84,16.03,129.25,118.55,47.452446603,13.12,12.52,11.34,8.05,124.99,14.38,37.66,129.14,12.8,107.37,96.0,10.62,126.03,5.3,40.064716398,28.70406191,46.062702384,76.28,49.0,49.22,34.77,110.94,219.64,93.0,67.62,120.91,90.83,78.07,78.62,117.6,13.8,53.48,139.0,91.27,107.07,90.8,11.81,97.01,30.921148266,46.462210203,123.73,42.387201745,64.879020877,,56.900795343,32.012995694,12.40369047,51.15,47.69078189,53.533771182,106.15,109.87,54.389194303,33.5092281,24.969910233,62.94,44.735490366,50.627335116,289.52,60.927098034,59.502805521,26.715651218,54.50927046,38.3,107.52,37.423245598,80.324681921,87.67,32.3,53.33,49.25,35.41,113.08,129.86,87.7,127.7,55.55,98.68,58.51,82.27,36.85,58.0,13.71,56.52,281.9,64.96,65.0,113.94,106.88862962,103.84,221.58,20.15,12.11,98.15,40.11,11.3,5.09,9.25,7.21,9.79,10.94,12.91,11.98,12.63,11.43,8.89,11.02,15.51,40.75
2024-03-20,124.32,125.77,122.18,115.47,6.7,51.49,67.14,6.18,107.25,16.06,129.5,118.75,47.313464542,13.35,12.51,11.3,8.5,126.53,14.06,36.49,130.77,12.9,108.96,91.03,10.8,127.8,5.2,40.124663604,28.913362362,47.499066221,76.05,49.98,50.73,34.61,112.82,250.27,92.26,67.88,122.6,90.92,78.15,78.63,117.65,13.23,53.56,139.67,93.34,108.05,90.25,11.82,96.95,30.496759701,46.313926553,125.45,42.496242722,64.978604946,66.850476044,56.831063976,32.292236778,11.844425843,51.0,47.504528066,53.090366119,107.41,111.25,54.369278817,33.419790658,24.950045548,62.69,44.208136943,51.205136264,288.75,60.797846684,59.641230127,27.274723142,54.243851108,38.76,110.12,37.225239008,79.521930627,87.79,31.95,53.39,48.65,35.63,113.54,131.31,88.8,128.98,56.04,99.0,59.07,82.44,37.4,57.93,13.98,57.85,281.31,65.18,61.5,114.83,107.90523344,105.1,224.22,20.54,12.28,99.37,39.46,11.3,5.09,9.25,7.21,9.78,10.95,13.06,12.0,12.65,11.43,8.87,11.0,15.55,41.4
2024-03-21,123.92,125.21,122.11,115.31,6.63,51.83,66.61,6.19,107.49,16.08,129.3,119.0,,13.16,12.51,11.35,8.21,126.52,14.65,37.9,129.79,12.9,109.15,92.0,10.69,126.86,5.3,40.324487626,28.524661523,47.796244946,76.5,51.5,50.84,35.0,112.12,227.22,92.31,67.88,122.94,91.81,78.36,78.8,117.7,13.28,53.51,142.99,92.83,109.26,90.22,11.87,97.4,30.713888734,46.363354436,124.37,42.625109332,65.188868415,67.896084741,57.314216975,32.367102588,12.533519758,51.3,47.475119567,53.248021253,106.88,110.51,54.618222401,33.70797797,24.761331031,62.9,44.456888557,51.832048742,289.3,61.36610273,,28.592457286,54.224190416,37.6,109.4,37.344042962,79.694829375,87.71,32.19,53.7,48.92,36.14,113.07,130.48,88.55,127.7,55.9,98.75,59.35,82.45,37.35,58.15,13.94,57.64,282.55,65.38,55.58,114.95,108.05046255,104.36,222.4,20.52,12.82,98.69,38.52,11.33,5.04,9.25,7.22,9.79,10.92,12.98,12.02,12.73,11.43,8.88,11.06,15.6,41.3
2024-03-22,122.51,123.65,120.99,114.67,6.7,50.97,66.03,6.13,107.56,16.04,129.2,118.75,47.531864924,13.01,12.53,11.49,8.1,124.57,13.93,35.63,128.65,13.02,107.84,90.5,10.59,125.52,5.33,40.324487626,,47.697185371,74.1,49.35,49.57,34.73,111.03,209.48,92.98,66.94,121.89,91.95,77.56,78.54,117.78,13.09,53.55,141.08,91.3,108.15,90.73,11.93,97.44,30.970495774,46.758777502,123.21,42.466504274,65.508226007,67.357226925,57.224398421,32.387076116,12.573467232,51.04,47.592753561,53.652012532,105.87,109.27,54.578391428,33.459540632,24.493157771,62.96,44.586239397,51.293171069,290.62,61.186582196,59.926692292,28.142890348,54.361815265,37.72,108.0,37.423245598,80.013290232,87.74,32.15,53.62,48.86,36.04,112.9,129.16,88.15,125.85,55.4,98.68,58.58,82.39,36.9,58.19,13.66,56.77,282.3,65.93,55.42,114.1,107.17908785,103.68,220.77,20.2,12.2,97.82,41.0,11.34,4.97,9.26,7.19,9.82,10.94,12.86,12.05,12.78,11.38,8.82,11.06,15.67,40.5
2024-03-25,122.15,123.27,120.68,114.22,6.75,50.83,65.98,6.2,106.74,16.11,129.35,119.05,47.541792214,13.1,12.54,11.33,8.13,124.42,15.1,39.77,128.72,12.94,107.11,99.97,10.6,125.03,5.74,39.764980365,27.986460363,46.756119409,81.37,53.19,54.07,34.18,110.69,232.05,92.37,66.04,121.24,91.2,77.57,77.66,117.83,14.35,53.56,140.74,91.14,107.43,90.2,11.85,96.76,30.615193719,46.26449867,123.19,42.347550481,65.76770405,66.568897899,56.9649226,32.417036409,12.46361168,51.17,47.396696904,53.179047132,105.79,109.14,54.429025277,33.389978178,24.334240283,62.96,44.019085716,51.253254204,288.33,60.677940681,59.638344179,28.023005831,54.263511801,37.52,107.37,37.334142632,80.331751089,87.59,31.86,53.2,48.58,35.92,113.16,129.31,87.9,125.63,55.4,98.5,58.23,82.59,36.75,57.84,13.58,56.71,280.15,65.45,59.95,113.76,106.86926574,103.68,220.7,21.7,13.0,97.76,42.78,11.28,4.96,9.22,7.18,9.76,10.9,12.83,12.04,12.68,11.37,8.71,10.98,15.53,40.42
2024-03-26,121.73,123.08,119.78,113.82,6.74,50.83,65.95,6.15,106.81,16.08,129.25,118.85,47.799901756,13.05,12.56,11.33,8.11,124.35,15.25,39.0,128.68,12.94,107.14,99.0,10.65,124.95,5.65,40.124663604,27.956560298,46.805649196,80.35,52.41,53.45,34.22,110.5,231.5,92.56,66.15,120.64,90.79,77.54,78.08,117.84,14.78,53.56,141.09,90.13,107.32,90.65,11.78,96.82,30.773105743,,123.24,42.387201745,65.069109318,,56.944962921,32.536877579,12.46361168,51.39,47.445711068,53.287435036,105.73,109.32,54.40910979,33.489353113,24.552751829,63.42,44.247937201,51.203358124,288.0,60.857461216,59.717888486,27.883140561,54.214360069,37.63,107.2,37.38364428,80.262087776,87.82,31.86,53.32,48.68,36.15,112.95,129.15,87.5,126.77,55.35,98.74,58.01,82.45,36.9,57.85,13.64,56.35,279.71,65.68,59.61,113.8,107.05322262,103.55,220.44,21.48,12.84,97.7,41.8,11.28,4.98,9.24,7.18,9.75,10.92,12.83,12.05,12.66,11.42,8.7,10.96,15.5,40.42
2024-03-27,122.83,124.44,120.45,115.4,6.7,51.03,66.38,6.13,107.75,16.06,129.55,119.15,47.551719504,13.07,12.57,11.33,8.14,125.16,15.04,38.7,129.46,12.74,107.86,99.49,10.65,125.82,5.74,39.565156343,27.956560298,47.003768346,80.2,51.95,52.45,34.91,111.24,226.0,92.77,67.63,121.32,91.43,78.86,78.36,117.9,14.18,53.65,141.69,91.11,110.26,90.64,11.81,97.32,31.483709853,46.689578465,124.05,42.337637664,65.148948716,67.96593668,57.124600028,32.566837871,12.333782392,51.55,47.514330898,53.504210844,106.42,109.32,54.309532356,33.409853165,24.373969655,63.49,44.287737459,51.792131877,290.66,61.605463443,59.717888486,28.08294809,54.243851108,37.4,108.85,37.443046257,80.381510598,87.99,32.25,54.15,49.35,37.0,112.63,129.97,88.4,127.81,55.75,98.94,59.15,82.54,37.05,57.75,13.99,56.87,282.25,65.15,58.5,114.68,107.85682373,104.02,221.95,21.21,12.63,98.33,39.9,11.35,4.97,9.27,7.19,9.84,11.01,12.93,12.05,12.68,11.51,8.94,11.07,15.53,40.58
2024-03-28,122.67,124.45,119.95,115.24,6.72,51.54,66.37,6.12,107.68,15.85,129.65,119.25,48.137429619,13.25,12.58,11.42,8.19,125.56,15.35,40.51,129.9,12.79,107.9,102.07,10.7,126.2,5.74,39.924839582,27.866860105,47.796244946,82.9,53.18,54.25,35.25,111.5,228.53,93.34,68.1,122.49,92.15,79.61,78.66,117.95,14.45,53.67,142.59,91.76,111.61,91.3,11.88,98.59,31.227102813,,124.33,42.724237493,66.017202169,68.943863826,56.865124207,33.006255493,12.533519758,52.6,47.857430049,53.937762461,106.81,109.5,55.11610957,33.787477918,24.403766684,64.59,44.377288041,52.630386035,292.6,62.283652129,61.567293624,28.292745994,54.499440113,38.49,109.0,37.641052848,82.093237702,87.99,32.41,54.6,49.85,37.5,113.33,130.3,88.6,128.0,55.9,98.9,59.2,82.48,37.0,58.1,14.15,57.01,284.22,65.3,61.5,115.25,108.31187496,,223.0,22.11,12.8,98.66,40.82,11.42,5.03,9.33,7.21,9.89,11.03,12.99,12.09,12.76,11.72,9.06,11.12,15.59,40.89
2024-04-01,121.63,123.42,118.81,114.59,6.68,51.02,65.8,6.2,107.18,16.06,129.45,118.35,48.385611871,13.21,12.59,11.53,8.14,124.48,15.3,38.79,128.74,12.99,107.12,103.0,10.7,124.86,5.78,40.164628409,28.614361717,50.371793897,81.73,52.01,53.83,35.48,110.36,224.12,93.72,67.86,121.82,92.15,79.75,78.84,118.03,14.4,53.66,143.41,90.08,111.05,91.32,12.0,98.83,30.812199214,46.802997433,123.29,43.299180828,66.087061642,69.283144673,54.020870013,33.106123135,12.663349047,53.67,48.052614599,53.867738566,105.92,108.63,55.365053154,34.294290087,25.32747458,65.2,44.168336684,52.540573089,294.7,62.532986205,61.646837931,28.922139708,55.085438607,38.6,107.79,37.835662689,83.357129227,87.99,32.54,54.77,49.87,37.53,113.03,129.28,88.4,125.5,55.48,98.85,59.55,82.41,36.6,57.65,14.19,56.44,286.35,66.79,59.89,115.15,108.24410137,103.63,221.02,21.98,12.7,97.81,40.98,11.5,5.15,9.36,7.31,9.96,11.12,12.86,12.07,12.89,11.95,8.99,11.2,15.77,40.63
2024-04-02,121.22,123.14,118.2,114.3,6.65,50.55,66.11,6.14,106.37,16.04,129.3,118.1,47.919029237,13.11,12.59,11.44,8.05,125.02,14.51,38.77,129.32,12.84,106.95,98.37,10.6,125.3,5.45,39.045613886,28.70406191,50.381699854,77.42,49.4,51.0,35.08,110.21,215.39,93.62,65.59,121.89,92.2,79.4,78.21,118.05,13.75,53.67,141.11,89.41,108.85,91.26,11.9,98.36,30.742958317,46.78318664,123.74,43.39830899,65.488266157,67.586740439,57.324196814,32.896401088,12.46361168,54.37,47.708327698,53.344175364,106.45,107.98,54.906996959,34.294290087,25.416865667,65.17,43.750433972,51.442859311,292.7,61.994424601,61.09997082,28.412630511,,40.23,106.85,37.657145801,84.16323327,87.96,32.06,,49.6,37.78,112.84,129.85,88.8,125.71,55.9,98.96,59.39,82.36,36.55,57.63,13.65,56.17,284.3,65.73,53.25,115.46,108.50551378,104.06,222.32,21.1,12.17,98.22,38.41,11.43,5.16,9.3,7.32,9.91,11.02,12.93,12.11,12.78,12.14,8.88,11.15,15.6,40.55
2024-04-03,121.03,122.77,118.35,114.6,6.65,50.42,66.0,6.2,107.0,16.05,129.45,118.3,48.147356909,13.28,12.58,11.44,8.05,124.8,14.79,37.2,129.09,12.94,106.16,94.6,10.55,125.1,5.37,39.215464305,28.883462297,52.154866247,76.44,49.24,50.84,34.83,109.8,212.77,93.37,65.61,121.97,92.21,79.57,77.89,118.09,13.72,53.62,141.61,88.78,108.93,91.15,11.87,98.11,30.624259636,46.802997433,123.54,43.259529564,65.568105555,68.255323284,,32.716639333,12.553493495,54.82,47.747674773,53.442960873,106.07,108.59,55.066320853,34.244602619,25.297677552,65.24,44.058885974,52.191300523,291.95,61.685250347,61.010483475,28.3327075,54.789651394,41.68,106.05,37.528216937,84.979289215,88.04,,54.04,48.77,37.9,112.92,129.61,88.85,125.9,55.69,99.04,59.3,82.36,36.55,57.64,13.68,55.85,283.52,66.3,52.28,115.34,108.72819843,103.7,221.8,20.8,12.12,98.05,37.65,11.42,5.15,9.32,7.32,9.89,11.07,12.88,12.11,12.76,12.16,8.85,11.12,15.57,39.65
2024-04-04,121.52,123.28,118.81,114.69,6.65,50.42,66.01,6.15,107.91,16.06,129.45,118.8,47.849538206,13.41,12.57,11.31,8.05,124.9,14.65,37.8,129.2,12.78,107.41,100.44,10.67,125.47,5.49,38.765860255,29.062862684,50.173674747,79.27,49.45,52.0,34.36,110.13,215.2,93.86,64.56,121.93,90.83,79.92,77.07,118.13,13.72,53.73,141.26,89.29,108.39,91.25,11.7,97.2,30.921006338,46.951578377,123.68,43.378483357,64.869510823,67.586740439,57.034781475,32.776559918,12.493572285,54.99,47.659143855,53.591139138,106.28,106.7,54.538560454,34.055790242,25.208286465,65.06,43.163380162,51.532672257,289.01,61.435916272,60.742021439,27.66335228,54.937545,41.67,107.0,37.379452864,84.640924555,88.11,31.49,53.79,47.84,37.64,112.84,129.79,89.25,126.25,56.59,98.8,59.4,82.38,36.7,56.96,13.47,55.85,281.36,65.14,55.97,116.19,109.09611219,103.98,221.9,21.34,12.13,98.13,39.35,11.33,5.13,9.25,7.3,9.78,10.99,12.88,12.12,12.6,12.16,8.81,11.01,15.34,39.64
2024-04-05,120.8,122.5,118.16,114.35,6.7,49.99,65.92,6.15,106.94,16.03,129.2,118.35,48.167211489,13.21,12.59,11.47,7.97,124.29,14.34,35.7,128.54,13.08,106.12,99.1,10.64,124.79,5.13,39.005649082,28.494761459,51.213800285,79.1,49.6,52.08,34.7,109.72,209.21,93.9,65.3,120.78,91.85,80.36,77.95,118.2,14.1,53.73,144.75,88.74,108.86,91.1,11.87,98.36,30.624259636,,122.9,43.497437151,65.747744201,68.105640557,57.733370224,33.255924597,,55.83,47.875552764,53.581260587,105.71,108.53,55.006574393,34.234665126,25.198354122,65.87,44.068836039,51.492755392,292.81,61.884717608,61.030369552,28.08294809,54.967123722,42.34,105.9,37.567887357,85.984431294,88.0,31.92,54.21,48.58,38.6,112.61,128.92,88.95,126.8,55.57,98.75,58.53,82.2,36.45,57.9,13.6,55.89,285.01,66.65,54.4,115.65,108.82501784,103.28,220.71,21.19,12.02,97.65,37.01,11.44,5.11,9.32,7.33,9.9,11.06,12.83,12.14,12.82,12.43,8.88,11.15,15.59,39.62
2024-04-08,122.32,124.14,119.48,115.76,6.7,50.95,67.0,6.13,108.27,16.16,129.3,118.6,47.998447558,13.4,12.8,11.39,8.1,126.28,14.9,38.45,130.67,12.94,107.25,102.9,10.72,126.68,5.4,38.606001038,28.823662168,50.322264109,83.35,54.75,55.3,34.84,110.98,220.82,93.11,64.91,122.44,92.2,79.6,78.1,118.24,14.4,53.74,144.77,90.26,109.04,90.5,11.79,97.9,30.386862274,46.406781582,125.13,43.418134622,65.318607437,68.005852073,57.423995207,32.986281965,12.433651075,55.35,47.609960012,53.30466116,107.66,109.47,54.936870189,34.194915151,25.118895378,65.98,44.078786103,51.742235796,291.0,61.545623265,61.030369552,27.993034702,54.730493951,42.72,108.0,37.300112025,85.267894367,88.13,31.8,53.94,48.43,38.08,112.64,131.25,90.25,128.3,56.25,98.78,59.7,82.41,36.9,57.47,13.36,56.46,283.28,66.01,57.0,117.5,110.40771003,105.15,225.01,22.1,13.15,99.22,39.26,11.39,5.1,9.28,7.34,9.84,11.04,13.05,12.14,12.66,12.4,8.96,11.08,15.46,40.5
2024-04-09,123.58,125.31,120.93,116.98,6.69,51.75,67.55,6.14,109.8,16.06,129.25,118.45,47.502083053,13.43,12.6,11.31,8.18,127.28,14.6,37.16,131.79,12.81,108.41,98.53,10.73,127.86,5.25,38.845789864,29.122662813,49.708094744,80.27,52.0,52.85,35.13,111.99,212.85,92.89,65.53,123.35,91.28,79.77,78.11,118.27,13.71,53.74,143.41,91.28,108.95,90.35,11.73,97.61,30.475886285,46.208673656,126.21,,65.148948716,67.96593668,56.885083886,32.297195239,12.303821787,55.56,47.541102632,53.255268405,108.19,110.68,54.648095631,34.115415204,25.168557093,65.66,44.078786103,51.582568338,290.2,61.096821929,60.791736631,28.08294809,54.503723755,42.88,109.4,37.280276815,84.292607993,88.15,32.18,54.23,48.75,38.31,112.8,132.3,91.0,129.25,56.7,98.81,59.59,82.4,37.65,56.89,13.65,57.06,282.32,65.51,55.61,118.15,111.07926609,105.37,226.18,21.59,12.61,100.02,37.69,11.35,5.12,9.25,7.38,9.83,10.96,13.13,12.14,12.68,12.41,9.04,11.02,15.42,40.88
2024-04-10,121.25,122.83,118.88,115.37,6.72,50.93,66.58,6.15,108.44,16.12,129.0,118.1,47.660919695,13.45,12.61,11.25,8.04,125.5,14.99,36.84,129.86,12.99,,102.99,10.64,,5.28,38.885754668,28.674161846,50.867091772,82.19,52.92,54.05,34.17,110.02,207.11,93.7,65.15,121.55,90.86,80.15,78.1,118.31,13.05,53.62,144.09,89.09,107.11,91.0,11.79,97.75,30.268163594,46.406781582,124.15,43.39830899,65.528185856,66.948094139,57.324196814,32.476956994,12.40369047,55.88,47.787021847,53.265146956,106.92,108.83,54.727757578,34.13529019,25.32747458,66.34,43.750433972,50.834127126,291.0,61.485783087,60.374129019,27.903121314,55.262910935,43.0,106.65,37.29019442,86.253132642,87.9,32.07,53.93,48.79,38.0,112.42,130.29,89.75,126.35,56.13,98.42,58.94,82.14,36.66,57.82,13.39,56.25,283.45,66.62,54.6,116.3,109.36631149,104.28,223.48,21.95,12.76,98.57,37.05,11.37,5.15,9.24,7.35,9.84,10.98,12.95,12.15,12.74,12.44,8.79,11.07,15.48,39.94
2024-04-11,120.49,122.53,117.57,114.95,6.72,50.67,66.25,6.13,,15.99,128.75,117.8,48.048084008,13.43,12.6,11.54,8.0,124.86,14.79,35.3,129.17,13.2,105.57,103.39,10.52,125.34,4.99,39.475235533,28.943262426,52.154866247,83.03,52.86,54.4,34.37,109.5,214.2,94.01,66.32,120.84,92.5,79.78,78.62,118.37,13.2,53.53,144.86,88.73,107.98,90.7,12.05,98.76,30.386862274,46.456308563,123.72,43.814647267,66.316599911,67.447036561,57.593652475,32.80652021,12.793178335,57.07,47.885389533,53.324418262,106.48,107.93,55.165898287,34.652039853,25.565850812,66.7,44.297687524,51.223316556,294.1,61.575543354,60.453673326,28.72233218,55.371366246,44.2,105.74,37.389370469,86.253132642,87.9,32.13,54.2,48.93,37.34,112.01,129.67,89.37,126.4,55.81,98.48,58.75,82.19,36.3,59.0,13.43,55.94,286.44,69.0,56.2,116.13,108.86021127,103.76,222.71,22.2,12.75,98.12,37.41,11.49,5.21,9.31,7.42,9.94,11.01,12.9,12.15,13.0,12.71,8.85,11.2,15.83,39.86
