Data,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BIEU39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BOTZ39,BLBT39,BURA39,BITH11,ETHE11,HASH11,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USDB11,USTK11,WRLD11,BTLT39,BIYT39,BOVA11,BIEM39,BIVB39,BIJR39,BITO39,BAER39,BIXN39,BIAU39,BHYG39,BLQD39,BRAX11,ECOO11,BACW39,BAAX39,BCHI39,BNDA39,BEWJ39,BIWM39,IVVB11,BIVE39,BDVY39,BSOX39,BSHV39,BSLV39,SMAL11,BGOV39,BIYE39,B5P211,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,META11,NSDV11,NDIV11,IBOB11,PIBB11,QBTC11,QETH11,BOVS11,WEB311,ACWI11,XINA11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,URET11,USAL11,UTEC11,TRIG11
2023-09-12,113.63,114.8,112.03,103.86,7.37,48.67,61.2,5.69,101.15,15.28,125.05,115.95,41.569152969,12.15,11.71,9.61,8.09,115.71,5.75,15.28,119.35,8.69,101.73,37.62,10.0,117.21,2.34,32.188526477,35.787120548,39.139837755,30.22,23.1,21.16,32.42,103.44,62.61,88.76,59.06,107.43,74.73,84.63,66.25,111.04,6.84,51.35,114.37,95.6,98.25,87.22,9.63,84.26,30.165362081,45.339576578,114.22,39.493036181,55.063911297,59.771972848,48.21795766,27.039629715,9.876386897,44.83,44.472536289,50.253068243,98.04,98.88,46.920255206,31.816009677,26.952973083,55.92,38.019188623,45.247140948,245.35,52.513703397,54.444546299,20.163054598,52.749238475,35.25,106.85,36.235086978,79.12668689,84.04,30.27,49.7,46.99,38.13,110.09,119.75,81.03,112.58,51.63,95.2,55.0,77.8,34.14,48.44,14.78,56.16,238.28,50.72,20.04,,,95.81,204.38,7.99,5.66,90.79,11.05,9.76,5.5,8.16,6.83,8.3,9.59,11.9,11.45,10.55,10.01,8.3,9.28,12.62,42.23
2023-09-13,113.95,115.13,112.43,104.09,7.29,49.41,61.32,5.7,101.4,,125.1,116.0,40.948129342,12.07,11.69,9.56,8.12,115.92,5.75,15.16,119.56,8.59,101.94,37.36,10.01,117.61,2.33,31.469229796,35.191991049,39.5398069,30.16,23.01,21.06,31.81,103.59,62.04,88.0,57.98,107.55,74.28,83.61,65.31,111.08,7.19,51.76,113.8,95.89,96.89,86.79,9.57,83.49,30.087415409,44.899386514,114.46,,55.430212038,58.989280016,47.87142203,26.850819364,9.8464886521,44.5,44.222798504,50.049142749,98.53,99.55,46.51457607,31.521143971,26.630475581,55.41,37.733330062,44.989604682,243.1,52.217462122,53.948091469,20.129902584,52.440028797,34.35,107.0,36.078225129,77.704074416,84.06,29.65,49.27,45.7,37.48,110.1,119.91,80.93,113.9,51.73,95.48,54.58,77.98,34.29,48.43,14.82,56.36,236.73,50.59,20.02,,,96.77,204.75,8.0,5.63,90.97,10.75,9.71,5.41,8.07,6.78,8.26,9.48,11.92,11.43,10.51,9.93,8.17,9.25,12.56,42.19
2023-09-14,114.23,115.58,112.32,104.32,7.3,49.27,61.74,5.52,101.16,15.3,125.25,116.15,41.224139843,12.32,11.71,9.56,8.09,117.08,5.75,15.61,120.79,8.51,102.08,37.42,10.08,118.45,2.35,31.529171186,35.162234574,40.911129683,30.25,23.24,21.22,32.12,103.84,61.93,87.56,57.23,108.03,74.4,83.78,65.3,111.13,7.07,51.37,113.02,95.62,98.01,85.8,9.54,83.59,29.951008733,44.586362469,115.59,39.268032506,54.549110257,59.365765176,47.841718976,,9.8564547337,44.12,43.934639522,49.55389512,99.45,99.62,46.554154523,31.550630542,26.562067019,55.29,38.019188623,44.732068415,243.5,52.335958632,54.201186088,19.94756651,52.043853897,33.64,106.55,35.686070508,78.243686044,84.1,29.85,49.46,46.23,38.46,110.0,121.15,81.76,113.7,52.25,95.6,55.88,77.94,34.33,47.99,14.82,56.12,236.82,50.25,20.49,,,97.31,207.05,8.03,5.69,91.88,11.12,9.71,5.39,8.1,6.77,8.25,9.51,12.05,11.42,10.52,9.85,8.25,9.23,12.53,41.91
2023-09-15,113.65,114.87,111.95,104.38,7.4,48.92,61.4,5.52,101.26,15.37,124.95,115.7,41.086134593,12.35,11.72,9.42,7.98,116.46,5.75,15.56,120.09,8.36,101.35,37.49,9.99,117.83,2.34,,35.142396924,41.444421876,29.9,22.75,21.0,32.07,103.22,61.93,87.24,56.33,107.62,73.52,83.35,64.23,111.18,7.35,51.4,113.67,94.62,97.25,85.6,9.36,82.91,29.493072035,44.312466429,114.92,38.984332222,54.004609156,58.701962395,47.316965022,,9.6571331011,44.44,43.752138833,49.398523314,98.97,,46.227632291,31.354053405,26.298205427,55.03,37.822044788,44.127848713,240.75,51.921220847,54.016232328,19.400558288,52.005202687,34.41,106.0,35.607639584,77.135029427,84.1,30.01,48.94,45.83,38.08,109.98,120.58,81.94,,52.0,95.45,56.11,77.85,34.09,47.28,14.82,55.54,233.86,49.14,20.06,,,96.67,205.41,8.0,5.58,91.43,10.93,9.62,5.35,8.08,6.73,8.14,9.51,11.97,11.46,10.33,9.9,8.21,9.11,12.3,41.2
2023-09-18,112.98,114.18,111.34,103.78,7.4,49.06,61.37,5.65,100.94,15.33,124.75,114.85,40.612973734,12.26,11.72,9.41,7.98,116.0,5.77,15.9,119.68,8.31,101.09,37.4,9.95,117.5,2.35,30.929757285,34.59686155,41.13968348,30.26,23.27,21.16,31.62,102.57,63.06,86.86,55.28,107.35,73.19,82.63,63.62,111.25,7.1,51.39,113.92,94.05,96.18,85.45,9.38,82.2,29.512558703,44.1168264,114.65,38.818025158,53.806608756,58.454274789,47.039736518,26.652071626,9.6172687746,44.46,43.608059342,49.33054815,98.4,99.0,45.90111006,31.137818554,26.092979743,54.81,37.72347287,44.018891062,239.9,51.585480735,53.675528033,19.413819093,51.860260651,34.41,105.45,35.450777736,77.213518391,84.08,28.86,48.45,45.14,38.73,109.66,120.11,81.45,113.01,51.76,95.29,55.49,77.95,34.06,47.14,14.4,55.33,233.25,48.96,20.21,,,96.1,205.06,8.07,5.52,91.08,10.95,9.59,5.32,8.01,6.69,8.11,9.38,11.93,11.53,10.29,9.91,8.09,9.09,12.29,41.1
2023-09-19,112.18,113.25,110.78,103.49,7.43,48.91,60.94,5.56,100.79,15.33,124.7,115.3,40.810124091,12.26,11.73,9.57,7.89,115.57,5.89,16.06,119.24,8.32,100.41,38.18,9.87,117.09,2.55,31.01966937,34.5770239,40.949221983,31.0,23.18,21.49,31.5,101.46,63.68,86.97,55.48,107.3,73.15,82.6,63.68,111.29,7.1,51.37,113.71,93.51,96.44,85.66,9.39,83.48,29.424868697,44.302684427,114.1,38.798459621,53.866008876,58.246217201,46.83181514,26.552697757,9.6272348562,44.52,43.656085839,49.28199446,98.23,98.01,46.089107708,31.11816084,26.190706259,54.84,38.05861739,43.870312447,239.8,51.595355444,53.646324808,19.4303951,52.034191095,34.5,104.43,35.480189332,76.634662281,84.03,28.88,48.6,45.36,38.62,109.49,119.5,81.38,111.47,51.52,95.05,55.43,77.8,33.85,47.11,14.64,54.74,233.5,49.02,20.21,,,95.9,204.45,8.19,5.61,90.74,11.99,9.6,5.33,8.05,6.67,8.12,9.43,11.89,11.47,10.31,9.93,8.09,9.1,12.32,40.85
2023-09-20,112.88,113.94,111.5,104.43,7.38,49.25,61.4,5.62,101.32,15.25,124.9,115.1,40.938271824,12.36,11.75,9.37,8.0,116.4,5.82,16.0,120.1,8.27,101.16,37.88,10.04,117.93,2.52,30.989698675,34.071163826,41.063498881,30.6,22.77,21.18,31.59,101.94,62.63,87.23,54.39,107.66,72.66,82.7,62.99,111.33,7.25,51.38,113.74,93.59,96.5,85.61,9.29,82.19,29.639222045,44.263556422,115.03,38.749545779,53.519508176,58.464182294,46.88132023,,9.6172687746,44.76,43.656085839,49.466498479,99.28,99.57,45.960477738,31.010043414,26.044116485,54.85,37.693901295,43.741544314,238.33,51.437360097,53.792340934,19.214907012,52.0535167,34.81,104.7,35.568424122,76.183350737,83.95,28.57,48.57,45.03,37.76,109.69,120.37,82.05,113.01,51.9,95.1,56.47,77.83,34.15,46.67,13.83,55.21,231.55,48.0,19.38,,,96.53,205.95,8.18,5.69,91.4,11.1,9.55,5.28,8.05,6.67,8.07,9.45,11.98,11.5,10.18,9.98,8.13,9.03,12.18,41.0
2023-09-21,110.65,111.19,110.2,102.84,7.42,48.46,60.07,5.6,99.03,15.33,124.75,115.4,40.928414306,12.24,11.76,9.33,7.77,113.93,5.79,15.95,117.4,8.16,99.13,37.95,9.81,115.69,2.4,30.300372689,33.505790802,40.834945084,30.57,22.73,21.21,30.91,99.85,63.0,88.15,54.4,105.9,71.88,82.12,61.8,111.41,7.01,51.38,112.41,91.39,95.56,85.98,9.24,81.75,29.171542013,44.420068444,112.6,38.436497189,53.331407795,57.790472008,46.742705978,26.314200472,9.5275740399,44.96,43.886613025,49.476209217,96.81,96.93,45.693323185,30.734835422,25.760709589,54.9,37.595329377,43.266092745,236.55,51.141118822,53.87995061,18.9397453,52.671936055,35.23,102.15,35.764501433,75.938072725,83.9,28.51,48.26,44.88,37.2,109.4,117.86,80.95,109.85,50.81,95.13,55.8,77.76,33.71,46.5,13.65,53.78,230.55,47.48,19.99,,,94.59,201.58,8.05,5.5,89.47,11.06,9.5,5.23,8.0,6.61,8.01,9.44,11.71,11.48,10.1,9.97,7.93,8.98,12.09,40.0
2023-09-22,109.99,110.38,109.74,102.36,7.4,48.08,60.01,5.72,99.08,15.23,124.7,114.8,40.839696645,12.23,11.77,9.33,7.69,113.8,5.72,15.13,117.33,8.09,99.12,37.71,9.83,115.33,2.29,30.300372689,33.525628451,42.844313884,30.37,22.5,21.25,30.66,99.28,62.5,88.15,53.74,105.43,72.21,81.69,62.67,111.43,7.07,51.36,112.24,90.64,94.98,86.24,9.24,81.65,29.912035397,44.488542454,112.61,38.729980242,53.242307615,57.800379512,46.445675438,26.035953639,9.4877097134,44.98,43.838586528,49.816085041,96.9,96.4,45.564693215,31.167305124,26.591384974,54.88,37.575614994,43.404766119,236.52,51.071995858,53.724200075,19.175124596,52.671936055,35.52,101.35,35.803716895,76.291273063,84.03,28.28,47.84,44.71,37.07,109.5,117.92,80.66,109.43,50.69,94.95,55.59,77.89,33.25,46.48,13.51,53.57,229.82,47.42,19.74,,,94.84,201.45,8.06,5.59,89.36,11.02,9.48,5.4,8.01,6.7,8.0,9.38,11.71,11.5,10.09,10.02,7.89,8.96,12.12,39.7
2023-09-25,109.76,110.16,109.5,102.47,7.49,47.82,59.97,5.83,98.07,15.31,114.5,124.15,40.77069402,12.07,11.76,9.37,7.6,113.74,5.75,15.45,117.3,8.25,98.36,37.89,9.71,115.3,2.42,30.240431299,33.833112026,44.33943664,30.4,23.07,21.38,31.0,99.28,62.5,88.38,53.39,105.49,72.98,81.93,63.62,111.52,7.28,51.31,114.36,89.84,95.89,86.16,9.34,82.4,28.85001199,44.586362469,112.57,39.003897759,49.519900092,58.424552277,46.653596816,26.493073436,9.6272348562,45.16,44.222798504,49.670423974,96.41,,45.831847768,31.226278265,26.327523381,55.13,37.733330062,43.692018109,239.2,,53.870216202,19.238113422,53.097099362,35.19,101.1,35.921363281,77.360685198,83.96,28.43,48.4,45.09,38.0,108.8,117.88,80.65,109.34,50.58,94.93,55.26,77.79,33.27,46.98,13.55,52.99,232.4,48.08,19.74,,,94.26,201.94,8.11,5.53,89.31,10.72,9.56,5.36,8.02,6.71,8.08,9.41,11.7,11.41,10.22,10.04,7.92,9.04,12.25,38.95
2023-09-26,107.94,107.93,108.37,100.65,7.49,47.32,59.06,5.8,97.05,15.3,123.05,113.05,40.218673018,11.95,11.76,9.28,7.53,112.06,5.66,15.5,115.55,8.18,96.71,37.74,9.62,113.47,2.34,,33.357008427,43.187144579,30.6,23.04,21.4,30.46,97.49,63.0,88.71,54.54,104.71,72.18,81.24,63.18,111.58,7.12,51.25,111.72,88.25,94.67,86.49,9.21,81.54,28.840268656,44.674400481,110.65,38.583238716,53.658108456,,49.366475748,30.159969197,9.4777436317,44.9,44.12674551,49.7286884,95.19,96.08,45.48553631,30.666033424,26.210251562,55.13,37.319328008,,235.95,50.232645578,56.897617221,19.019310133,53.222715794,34.92,99.2,35.960578743,76.536551076,83.55,28.49,47.76,44.52,37.88,107.18,116.01,79.64,107.82,49.9,94.15,54.75,77.48,32.78,46.55,13.7,52.12,229.97,47.6,20.19,,,93.04,198.32,8.06,5.6,88.0,10.99,9.46,5.32,7.95,6.65,7.99,9.33,11.51,11.36,10.12,9.98,7.84,8.91,12.07,38.53
2023-09-27,107.43,107.73,107.24,100.25,7.96,47.01,59.12,6.03,96.58,15.29,122.3,111.5,40.691833877,12.07,11.77,9.4,7.4,112.18,5.82,15.79,115.69,8.2,95.6,38.44,9.51,113.51,2.41,30.869815895,33.654573176,43.529975275,30.95,23.42,21.43,30.6,97.28,88.36,89.49,55.78,104.57,73.4,82.25,64.24,111.61,7.16,51.11,113.46,87.84,96.66,87.17,9.34,82.7,28.996162,45.114590545,110.7,39.033246064,53.580261127,,47.02566506,26.865293309,9.6372009379,44.92,44.664642277,50.078274962,94.99,94.12,46.009950803,31.422855403,26.474113155,56.58,38.443047869,44.231803713,239.15,,53.024848955,19.389509428,53.812146742,34.74,98.89,36.235086978,79.900980175,83.45,29.09,48.2,45.86,38.97,106.24,116.2,79.38,107.28,49.96,93.22,54.5,77.31,32.52,46.96,13.99,51.93,233.61,48.04,20.1,,,92.93,195.0,8.19,5.67,88.09,10.89,9.58,5.39,8.02,6.73,8.08,9.39,11.54,11.35,10.26,10.0,7.82,9.06,12.26,38.39
2023-09-28,108.84,109.46,108.19,101.52,7.53,47.6,59.85,6.05,97.76,15.05,122.75,112.0,41.007274449,12.06,11.78,9.32,7.56,113.54,6.09,15.9,117.12,8.33,97.57,39.83,9.63,114.79,2.4,31.049640065,34.368728575,44.796544234,31.72,24.23,22.38,30.56,98.8,74.0,89.25,55.55,105.02,74.29,82.62,64.59,111.69,7.26,51.1,114.49,89.31,97.13,87.4,9.37,82.87,29.054622004,45.192846557,112.18,,53.739164589,59.287723075,47.184569103,26.507089398,9.6372009379,44.45,44.722274074,50.029721273,96.3,96.02,46.089107708,31.413026546,26.356841336,55.8,37.851616363,44.420616175,239.49,51.247151742,53.142681953,19.801627901,53.918437569,34.76,101.15,36.352733364,80.35451486,83.48,29.04,48.36,45.94,38.88,106.85,117.72,80.1,109.72,50.6,93.6,54.58,77.42,32.97,47.19,14.2,52.81,232.95,48.6,20.3,,,94.25,201.41,8.4,5.87,89.16,11.05,9.62,5.37,8.09,6.73,8.13,9.47,11.68,11.34,10.34,9.93,7.89,9.1,12.35,39.26
2023-09-29,109.72,110.49,108.81,101.93,7.61,47.92,60.3,6.11,98.0,15.04,123.6,113.8,40.967844378,12.17,11.8,9.4,7.7,114.35,5.9,17.85,117.96,8.26,97.83,39.7,9.78,115.61,2.4,,34.487754475,43.368083002,31.8,24.22,22.4,30.99,99.58,65.2,89.16,54.72,105.46,74.16,82.08,64.79,111.78,7.1,51.21,113.67,90.23,96.91,87.09,9.46,82.75,29.035135336,45.584126613,113.15,39.101725443,53.530603795,58.959672294,46.827035007,26.606590484,9.6172687746,44.06,44.45332569,49.893770944,96.73,96.51,46.009950803,31.245935979,26.474113155,55.51,37.299613624,44.062866246,238.79,51.048903572,53.142681953,19.725186571,53.696193113,34.08,101.64,36.303714037,78.441781623,83.81,28.91,48.24,45.56,38.51,108.19,118.55,80.33,109.84,50.97,94.35,55.28,77.68,33.15,47.12,14.31,53.44,232.2,48.55,20.21,100.25,94.219302429,94.66,202.7,8.48,5.99,89.8,10.78,9.56,5.42,8.03,6.72,8.09,9.45,11.76,11.43,10.31,9.81,7.89,9.05,12.36,39.89
2023-10-02,108.37,108.73,108.19,101.18,7.54,47.54,59.5,6.23,96.94,15.22,123.0,112.95,40.514398555,12.03,11.8,9.5,7.52,112.9,6.32,16.9,116.44,8.48,96.89,41.3,9.65,114.12,2.5,31.459239564,34.130676776,41.901529471,33.09,24.89,23.01,31.54,98.06,71.19,89.69,53.31,104.7,74.9,81.54,65.06,111.81,6.9,51.16,112.77,88.72,96.23,87.44,9.59,82.92,29.152055345,45.965624669,111.49,39.170204822,53.858342186,58.273747932,47.303747135,26.447388746,9.8066243256,45.49,44.45332569,51.466910471,95.72,95.86,45.970372351,31.46217083,26.620702929,55.89,37.240470474,43.99330376,240.8,51.048903572,52.386586885,19.961157632,54.227647247,32.88,99.48,38.235075545,77.30794491,83.63,28.77,48.04,45.15,37.39,107.44,116.95,79.83,108.74,50.25,94.14,54.67,77.38,32.72,47.8,13.8,52.45,234.15,49.51,21.28,99.58,93.58960734,93.5,200.06,8.77,6.01,88.68,11.48,9.59,5.43,7.96,6.74,8.13,9.37,11.6,11.35,10.49,9.78,7.79,9.12,12.56,38.9
2023-10-03,106.36,106.45,106.66,99.68,7.59,47.0,58.67,6.17,95.02,15.16,122.1,111.8,40.77069402,11.95,11.78,9.44,7.4,111.33,6.23,17.15,114.78,8.47,95.12,40.94,9.51,112.5,2.35,31.13955215,33.714086126,41.577744925,32.6,24.48,22.82,30.58,96.17,70.46,90.7,54.1,103.98,75.05,81.02,65.22,111.88,6.75,51.07,112.1,86.93,95.88,87.78,9.57,83.0,28.687486527,,109.82,39.365860191,54.17614911,58.333393529,47.47258268,26.646390919,9.7767260807,44.61,44.902179483,50.383546178,94.39,95.86,46.12868616,31.521143971,26.640248232,56.51,37.033469447,43.715053816,241.65,51.227326925,52.867738292,19.911304591,54.867142366,33.33,97.53,36.836760925,78.136138683,83.32,29.08,48.34,45.74,37.78,106.04,115.23,79.0,106.89,49.46,93.36,54.38,77.13,32.06,47.83,13.68,51.2,234.64,49.43,20.41,98.3,92.386607768,92.32,197.25,8.64,5.86,87.43,11.3,9.62,5.42,8.0,6.76,8.16,9.42,11.44,11.3,10.46,9.93,7.79,9.15,12.54,37.88
2023-10-04,106.96,107.11,107.15,99.97,7.73,47.12,58.75,6.32,95.32,14.79,122.7,112.6,40.967844378,11.87,11.81,9.58,7.42,111.51,6.25,17.1,114.97,8.58,95.61,41.31,9.44,113.48,2.36,31.19949354,33.565303752,41.444421876,33.15,24.96,22.96,30.79,97.03,69.92,90.89,53.46,103.05,74.92,81.24,65.41,111.93,7.43,51.06,113.1,87.73,96.17,88.55,9.66,83.14,28.882772344,45.56600486,110.18,39.228901433,54.652859497,58.55209405,47.770527759,26.467288963,9.8564547337,44.43,45.162454031,50.334866423,94.53,95.02,46.296894583,31.530972828,26.356841336,56.31,36.767325269,43.645491329,243.54,,52.985571289,20.180511013,54.847761531,32.93,98.29,36.807307225,75.78958966,83.42,29.12,49.02,45.89,37.55,106.37,115.55,78.67,108.85,49.53,93.4,54.06,77.35,32.39,48.3,13.8,51.68,236.57,50.34,21.0,98.4,92.405404636,92.36,197.38,8.75,6.03,87.56,12.3,9.68,5.36,8.03,6.75,8.23,9.47,11.47,11.28,10.6,9.93,7.9,9.24,12.72,38.31
2023-10-05,106.27,106.41,106.46,99.77,7.77,46.42,58.6,6.31,94.11,15.08,122.45,112.2,41.372002612,11.75,11.82,9.59,7.34,111.2,6.25,17.01,114.64,8.67,95.24,41.33,9.39,113.04,2.35,31.409288405,33.327251952,42.34911399,33.02,24.04,22.9,30.93,96.6,69.51,91.32,55.44,102.16,74.95,81.41,66.03,111.98,7.33,51.06,114.05,87.06,95.93,88.57,9.74,83.66,28.960886671,45.997167057,109.75,39.444122338,58.575788717,58.830440168,47.929431802,26.706091571,10.055776366,44.59,45.287771406,50.549057344,94.05,,46.682784493,31.874982819,26.68911149,57.18,37.703758487,43.734928812,243.8,51.494961953,53.191779035,20.23368759,55.283830307,33.15,97.25,36.925122026,73.95573202,83.36,29.4,48.87,46.53,36.85,106.71,115.05,78.34,109.52,49.4,93.76,53.65,77.4,32.23,48.17,13.74,51.26,237.2,50.42,20.7,98.12,92.25502969,92.29,196.65,8.79,5.86,87.31,11.71,9.73,5.42,8.11,6.79,8.23,9.55,11.44,11.34,10.61,9.93,7.94,9.24,12.73,37.85
2023-10-06,106.1,106.37,106.07,99.93,7.77,46.92,59.02,6.15,94.68,15.04,122.9,112.4,42.229606669,11.92,11.83,9.74,7.32,112.05,6.28,17.5,115.53,8.99,95.12,41.99,9.5,113.72,2.42,31.848858599,33.595060226,43.272852253,33.6,24.71,23.06,30.93,96.87,70.78,90.94,55.44,102.51,75.83,82.25,65.43,112.02,7.48,51.03,115.15,86.61,96.33,88.43,9.91,84.6,28.707015109,45.957970493,110.66,40.265874887,55.437445341,59.168431882,48.624636988,26.974744504,10.26506408,44.73,45.26849181,50.325130472,95.21,94.78,47.217093599,32.336939091,27.158198766,57.57,37.684044103,44.430553673,246.7,52.297867038,53.908596438,20.838571154,55.022189041,33.92,96.57,36.993847326,76.874129124,83.52,29.53,49.35,47.0,37.44,106.89,116.0,78.71,110.7,49.7,93.99,54.12,77.5,32.2,48.93,13.91,50.78,239.78,51.62,20.65,98.69,92.762545134,92.92,198.4,8.85,6.0,87.97,12.3,9.84,5.53,8.2,6.88,8.34,9.67,11.52,11.31,10.77,9.97,7.96,9.37,12.98,37.65
2023-10-09,107.21,107.49,107.16,101.2,7.81,47.04,59.57,6.29,95.07,15.03,123.45,113.0,41.490292826,12.05,11.84,9.69,7.33,113.01,6.13,16.65,116.53,8.91,94.57,42.0,9.44,113.93,2.25,31.469229796,33.128875452,41.93962177,32.72,23.86,22.8,31.16,97.75,67.64,91.02,54.58,103.15,75.68,81.81,66.66,112.07,7.0,51.21,115.03,87.13,96.59,88.57,9.87,84.25,28.941358089,45.899175648,111.74,40.197395508,55.407650941,59.247959344,48.406143929,27.73095276,10.105606774,45.24,45.307051002,50.617209001,95.73,94.78,47.078569016,32.002757958,26.972518386,56.62,37.684044103,,246.7,52.089706461,53.614013944,20.456364506,54.99311779,34.38,98.0,36.846578825,78.796721811,83.69,29.15,49.08,46.28,37.18,106.8,117.17,79.15,109.87,50.15,94.49,53.71,77.72,32.43,48.52,13.6,51.3,239.8,51.6,20.49,99.14,93.176076237,93.62,200.25,8.76,5.79,88.7,11.71,9.82,5.48,8.13,6.81,8.33,9.59,11.62,11.28,10.77,10.09,8.01,9.36,12.95,37.8
2023-10-10,109.34,109.59,109.22,102.48,7.79,48.24,60.39,6.3,96.4,15.05,123.75,113.95,41.726873256,12.31,11.85,9.58,7.58,114.51,6.08,16.0,118.13,8.8,97.28,40.35,9.73,115.75,2.29,31.599102807,33.714086126,42.072944818,32.15,23.05,22.32,30.82,99.04,66.21,89.51,54.07,103.99,75.02,81.5,66.79,112.12,6.82,51.25,114.15,89.16,96.34,87.2,9.77,83.73,28.560550746,45.174039227,113.13,39.590863865,54.772037093,59.307604941,47.989020818,27.502100261,10.015912039,44.46,44.719023319,49.887012679,97.26,97.41,46.969728272,32.002757958,27.138653463,56.49,37.536186227,44.410678677,244.29,51.782421798,53.427445031,20.379923177,54.130670656,33.68,100.1,36.336048024,78.007965837,83.89,29.17,48.89,46.01,37.76,108.4,118.42,79.88,111.1,50.87,94.4,54.22,77.97,33.1,48.08,14.51,52.67,237.42,50.92,20.35,100.35,94.31328677,94.93,202.78,8.6,5.65,89.92,10.6,9.74,5.52,8.13,6.81,8.26,9.57,11.78,11.3,10.67,9.93,7.93,9.27,12.82,38.91
2023-10-11,108.9,109.24,108.75,102.29,7.79,48.0,60.55,6.35,96.13,15.24,123.35,113.5,41.726873256,12.16,11.84,9.58,7.6,114.81,5.88,15.9,118.45,8.83,97.34,39.67,9.7,116.03,2.33,31.409288405,33.624816701,41.12063733,31.3,22.98,22.0,31.25,99.6,65.06,89.98,53.36,104.74,75.14,81.15,66.87,112.21,6.88,51.22,114.97,88.63,96.4,87.51,9.82,84.05,28.970650962,45.360222903,113.5,39.649560475,54.831625891,59.228077479,48.038678331,27.721002651,10.085674611,44.72,44.574426348,50.130411453,97.04,97.37,46.969728272,32.081388813,27.324333843,56.48,37.427757117,44.092678741,245.3,51.861721066,53.427445031,20.383246713,53.869029391,34.04,99.9,36.434227024,76.410734989,83.65,29.05,49.16,45.94,37.92,107.55,118.98,80.06,111.91,50.95,94.17,54.23,77.89,33.1,48.25,13.88,52.37,238.11,51.34,20.8,100.78,94.914786557,95.15,203.3,8.41,5.53,90.17,11.0,9.77,5.54,8.15,6.86,8.29,9.64,11.82,11.3,10.71,9.99,8.04,9.3,12.89,38.57
2023-10-13,106.8,107.39,106.21,100.85,7.79,47.26,59.88,6.3,95.06,15.25,123.25,113.45,41.243854879,12.29,11.84,9.58,7.38,113.57,5.97,16.14,117.13,8.68,95.39,39.47,9.5,113.86,2.29,30.95972798,33.357008427,40.939698908,32.2,22.81,21.8,31.05,97.84,64.09,90.57,52.4,103.39,74.13,80.36,65.78,112.24,6.86,51.1,112.94,86.4,94.1,87.8,9.73,83.4,28.999943834,45.517009156,112.06,39.277815275,54.871351757,57.617646369,47.740733251,27.531950587,10.075708529,46.4,44.632265136,50.412754031,96.42,96.05,46.77183601,31.796351964,26.796610658,56.28,37.230613282,42.969741464,244.05,51.485049545,53.172140202,20.320099527,53.965933563,35.01,97.0,36.375319624,77.998106387,83.57,28.02,47.84,45.51,36.76,107.74,117.45,79.3,110.37,50.57,94.14,54.48,77.66,32.32,47.75,13.07,51.08,237.43,50.5,20.67,99.6,93.514419867,94.11,201.42,8.38,5.69,89.21,11.06,9.73,5.47,8.06,6.8,8.24,9.52,11.67,11.33,10.63,10.35,7.96,9.25,12.75,37.4
2023-10-16,107.29,107.87,106.71,101.33,7.79,47.3,60.55,6.28,96.33,15.12,123.55,113.35,41.1452797,12.38,11.85,9.59,7.42,114.31,6.18,16.22,117.92,8.71,95.89,41.16,9.51,114.48,2.36,30.919767053,33.089200152,39.806452997,33.15,23.55,22.58,31.51,98.44,65.08,89.27,52.22,103.78,74.49,80.26,65.1,112.27,7.08,51.13,112.76,86.6,95.02,86.41,9.79,84.48,28.25785773,44.831069298,112.94,39.365860191,54.940872022,58.01528368,47.969157812,27.492150153,10.035844203,45.8,44.237033415,49.458630837,97.24,96.38,46.811414463,31.786523107,26.650020884,56.5,37.092612597,43.406991377,244.2,51.822071432,53.417625614,20.273570023,54.130670656,34.7,98.3,36.139690023,78.481219421,83.71,28.55,48.39,45.75,36.97,107.75,118.4,79.83,111.21,50.73,93.74,54.51,77.83,32.45,47.58,13.4,51.57,237.5,50.95,21.07,100.35,94.31328677,94.8,202.75,8.82,5.69,89.77,10.75,9.72,5.42,8.06,6.79,8.26,9.5,11.77,11.32,10.65,10.21,7.98,9.27,12.77,37.47
