Data,ABGD39,SIVR39,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,BDAP11,DOLA11,DVER11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BICV39,BGWH39,BIEU39,BIPC39,BIUS39,BHEZ39,BHEW39,BXTC39,BGRT39,BIAG39,BCRB39,BCNY39,BEMV39,BTFL39,BFLO39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,SPYI11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BFTS39,BKYY39,BFDN39,BFXH39,BFPI39,BFCG39,BFTC39,BFDL39,BQCL39,BCIR39,BFDA39,BQQW39,BQTC39,BFBI39,BFTA39,BFPX39,BFVD39,QQQI11,TBIL39,BDRI39,BKCH39,BPOT39,BHIX39,BCTE39,BCLO39,BCPX39,BBUG39,BFNX39,BSNS39,BOTZ39,BGNO39,BLBT39,BMIL39,BLPA39,BLPX39,BCHQ39,BQYL39,BCAT39,BSIL39,BSOC39,BSDV39,BSRE39,BDVD39,BEDC39,BPVE39,BPFR39,BURA39,BPFV39,BHER39,BITH11,ETHE11,HASH11,BIYJ39,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USBD11,USDB11,USTK11,WRLD11,BSGO39,BHYC39,BTLH39,BSHY39,BIGS39,BTLT39,BGOZ39,BIEI39,BIYT39,BQLT39,BSTI39,IBIT39,BOVA11,BFXI39,BAOA39,BAOK39,BAOR39,BHDV39,BAOM39,BIEF39,BIEM39,BIXU39,BIVB39,BIJH39,BIJR39,BITO39,BAGG39,BUSR39,BHEF39,BIHA39,BAER39,BIHF39,BFAV39,BUSM39,BMTU39,BQUA39,BSIZ39,BVLU39,BDVE39,BSUS39,BEAG39,ETHA39,BIEV39,BIET39,BFAL39,BIDN39,BGLC39,BICL39,BKXI39,BIXC39,BIXG39,BIXJ39,BIGF39,BIXN39,BIAU39,BCOM39,BHYG39,BLQD39,BRAX11,ECOO11,CSMO11,MOBI11,BIDV39,BIGO39,BIGL39,BMBB39,MILA11,BMRE39,BACW39,BAAX39,BEWA39,BEWZ39,BEWC39,BECH39,BCHI39,BEGD39,BEFG39,BEFA39,BSCZ39,BEFV39,BEGE39,BEMC39,BEEM39,BEZU39,BEUF39,BEWQ39,BEWG39,BVEG39,BCWV39,BPIC39,BSDG39,BEWH39,BNDA39,BEWJ39,BEWW39,BEPP39,BERU39,BKSA39,BEWY39,BEWP39,BEWL39,BEWT39,BEWU39,BEUW39,BEGU39,BUSA39,BURT39,BIBB39,BIGE39,BREZ39,BARY39,BIWF39,BIWM39,BOEF39,IVVB11,BIVW39,BIVE39,BILF39,BIJS39,BDVY39,BIDR39,BSOX39,BSHV39,BSLV39,SMAL11,BTIP39,BSUC39,BIYC39,BIYK39,BIFR39,BGOV39,BIYM39,BIYE39,BIYG39,BIYF39,BITB39,BIHI39,BIEO39,BIHE39,BIAT39,BIYW39,BIYP39,BUTL39,UTIP11,B5P211,DIVD11,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,BBCN39,BBAJ39,BBER39,BBIL39,BBJP39,BBMR39,BBUS39,BMCE39,BPEM39,BJPI39,BPUS39,BPME39,BDRE39,BMOM39,BJQU39,BVLF39,BKBA39,BKWB39,META11,NSDV11,NDIV11,HIGH11,LVOL11,IBOB11,PIBB11,BHYS39,BSTP39,BLTP39,BZRO39,BIPZ39,BCRP39,BMFE39,QBTC11,QSOL11,QETH11,BOVS11,WEB311,TECB11,ACWI11,ASIA11,XINA11,EMEG11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,XMAL11,URET11,USAL11,UTEC11,TRIG11,HYEM39,ANGV39,GDXB39,EMLC39,MOTB39,BUZZ39,SLXB39,PFXF39,BUSF39,BWCL39,BAGY39,BCHA39,BEME39,BEUR39,BJAP39,BEUA39,BLUZ39,BWOR39,BUFF39,BTWO39,BEQW39
2024-02-07,,35.56,121.16,121.47,121.24,115.86,7.0,10.37,,11.21,50.18,67.56,6.5,107.0,15.97,129.3,119.95,,54.357081185,44.72244183,58.949882308,,,,47.724776256,37.972844033,,,40.611645364,,,,13.15,12.29,10.85,7.99,127.32,9.61,25.27,131.72,11.74,93.747507434,106.15,62.4,10.55,128.2,3.58,,,33.03,,,,,,,,,59.505853253,60.44906131,,,,,,,,,,,,,,50.5,23.700219987,,36.407936796,,25.564555139,,,,,28.230868091,,,25.011668327,50.467767191,95.912039774,,,,,51.411919435,,25.439617573,51.2,35.92,34.66,,33.74,113.9,143.33,91.59,63.49,114.82,86.95,75.43,75.13,116.29,10.33,52.92,134.0,91.24,103.86,,90.5,11.44,92.36,,,,50.162892253,,30.904732663,,,46.665031345,,,,126.05,,57.898341173,44.546966022,,,,43.197905812,41.039058752,,61.453328907,,64.101968464,54.221118531,,42.692437212,,,31.085516379,,,,43.324343826,51.689110348,,49.413282951,,54.789475022,,,,,,,,34.647132627,,,49.118742926,,,11.994228868,47.76,42.28,46.893149169,53.322938528,108.39,109.32,,,,,,,,52.721179976,51.581110672,32.117979009,,53.902355625,,,23.460194102,,,46.257174122,,41.993051091,38.498632889,,,58.261869038,,,,,50.647273481,,,,63.07,41.16341718,85.105749543,,,,39.41,,,,,,54.06786195,,45.143275119,44.462037251,,,,,47.748291462,58.559638696,275.25,50.110092947,57.924489743,,59.890084907,56.061965322,,24.995173929,53.742167257,33.75,106.44,52.184009281,,76.548545426,,,37.324888176,,71.930480121,,28.825964938,,8.1405418273,,,,18.684870803,,,,86.85,,31.11,51.35,48.59,33.97,113.97,132.26,90.6,130.05,56.55,98.18,56.94,81.78,36.45,55.47,13.15,55.55,268.09,62.9,52.274806565,,,,,,,,,,,,,,,,,,29.5,118.25,111.2037158,,,105.97,226.75,,,,,,,,13.6,,8.56,100.04,27.0,20.41,10.75,,4.77,,8.7,6.98,9.34,10.32,13.15,11.86,12.29,10.66,,8.64,10.49,15.06,39.25,,,45.55,,,,,,,,,,,,,,,,,,
2024-02-08,48.75,,119.16,119.41,119.37,113.92,7.06,10.38,,11.2,49.59,66.64,6.49,105.79,15.96,129.29,119.84,,54.615215269,44.871351181,,,56.470237671,,,38.250307403,,,,45.724767799,,,13.1,12.35,10.84,7.82,125.64,9.89,25.62,129.85,11.72,94.045414111,104.6,65.14,10.42,126.5,3.55,,,,,,,,,,,,,62.42870308,,,,,,,,,,,,,,51.15,24.154853064,,36.627743221,,,,,,,28.402832769,,,,50.323160408,,40.324113729,,,,49.480257722,,,52.88,35.8,35.48,,34.2,112.63,149.0,91.88,64.68,113.34,87.92,75.06,75.2,116.34,10.38,52.98,138.29,89.88,105.17,,90.45,11.57,92.9,,,,50.419127066,,30.786550129,,,46.763709779,,48.222485596,,124.51,,57.659585127,44.745128682,,51.285894455,,43.138349876,41.039058752,,62.200209424,13.842573075,65.187429791,54.539890494,,43.069193509,,,31.085516379,,42.134970968,49.918638266,43.354270843,52.038024304,,,,,,,51.955263219,,,,,35.235047733,59.722502662,,,,,12.144031893,48.11,,47.16657861,53.126356266,107.03,,,,,,,,,,51.770307796,32.127916502,,53.765497994,44.88575825,,23.122494441,,,46.406070605,,41.913818919,,,32.640112262,58.629545851,,,48.457384862,,,,,,63.18,41.063916534,84.728252347,,,,39.5,47.989996057,,38.71,,,54.476109158,,,44.701886407,,,82.883655748,65.063469932,48.844121226,,277.15,50.65910791,58.113395563,45.735965169,60.726038235,56.348702005,,25.787192488,53.850004514,34.5,104.0,,,,,,37.403966329,,72.842247023,,29.084761584,,8.1005882478,,,,18.924676631,,47.208765448,,86.94,,31.68,52.02,48.9,34.43,113.8,130.48,89.27,126.95,55.91,98.12,56.38,81.69,35.96,55.96,13.54,54.55,270.0,63.5,,49.606723598,,,,,,,,,,,,,,,,,29.84,116.59,109.62001985,,,104.56,223.78,,,33.482026534,,,,,14.09,,8.65,98.76,28.06,20.35,10.8,,4.7,,8.74,6.98,9.39,10.36,12.97,11.82,12.39,10.7,,8.76,10.55,15.22,38.36,,,45.45,,53.1,,,,,,,,,,,,,,,,
2024-02-09,48.0,35.7,119.25,119.64,119.5,113.96,7.12,10.39,,11.03,49.16,66.3,6.47,105.25,15.99,129.4,120.0,,54.446435291,44.643023509,,,55.964977649,,,38.052119281,,,,,,,12.89,12.4,10.88,7.85,125.46,10.26,26.3,129.61,11.81,93.63579243,104.42,67.15,10.52,125.89,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29695026,36.927479253,,25.743955526,,,,,,,,,49.985744581,,39.69771973,,,,49.034489634,,,54.7,36.9,36.42,,33.96,112.72,152.68,91.16,65.32,112.24,88.07,74.75,74.99,116.4,10.63,53.1,137.9,89.09,105.3,,89.76,11.66,92.5,,,,50.133326697,,30.550185061,,,46.29992114,,,,124.13,21.922192311,,44.358711494,,,,43.039089982,40.84080243,,62.319710306,13.79676312,65.54593078,,,42.950217836,,,30.766383712,,41.946824212,,,51.988179453,,,,,,,,,,,,35.125436442,,47.303541058,49.188302141,,,12.154018762,47.52,,46.873618494,52.782337308,106.79,108.25,,,,,,,,52.789865675,51.78026554,32.068291541,38.533691374,53.159414198,,,23.122494441,,,46.257174122,,,38.488715673,,,58.381115572,,,47.930998021,44.185370811,,48.464601034,,,62.8,41.014166212,,,,,39.14,,45.528938561,38.68,,,,,,44.512005825,,,,,49.212718511,,276.25,50.65910791,57.795238393,,,55.864215885,,25.860404287,53.585313066,34.26,103.65,,,77.446768254,,,37.127192793,,71.593522788,,,,8.1005882478,,,,19.044579546,,,,87.0,,31.04,52.03,48.31,34.78,113.84,130.15,88.73,126.9,55.66,98.5,55.6,81.65,36.05,55.73,13.9,54.66,269.06,63.99,,46.42060872,,,,,,,,,,,,,62.802565736,,,,30.0,116.4,109.44647892,,,104.17,223.33,,,,,,,,14.64,,8.87,98.6,28.95,20.59,10.8,,4.71,,8.68,6.96,9.39,10.3,12.95,11.89,12.39,10.58,,8.7,10.54,15.31,38.53,,,,,,,,,,,,,,,,,,,,,
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,,35.67,117.86,118.32,117.65,112.8,7.13,10.39,,11.0,48.47,66.05,6.48,104.11,15.93,129.3,119.85,,54.198229441,44.662878089,,,,,,37.57646779,,,40.849604224,,,,12.76,12.35,10.77,7.71,124.48,11.29,27.5,128.62,11.87,93.868532022,103.6,77.16,10.33,124.98,3.78,50.650370431,,,,,,,,,,,,,,,,,,,,,,,,,,51.72,24.787386041,,36.927479253,,25.714055461,,,,,,59.543882702,,,49.262710667,94.744753286,,,,,48.093423671,,25.798765115,60.0,40.4,40.0,,33.73,111.8,165.11,91.57,64.49,111.23,85.94,75.53,74.34,116.46,11.24,53.07,138.66,87.98,103.83,,90.18,11.3,92.4,,,,50.123471512,,30.284274359,,,46.132167803,,,,123.23,,,,,,,43.039089982,40.999407488,,61.851665183,,65.247179956,54.091617421,,42.632949376,,,30.876085566,,41.80818976,,,,,,,,,,,,,,,35.992362108,,,,,,12.014202605,46.9,42.52,46.775965122,52.585755046,105.87,107.81,,,,,,,,,51.680688106,,38.365594696,,,,23.480058788,,,,,41.71573849,,,32.729537227,,,,47.930998021,,,,,,63.01,41.352468407,,,,,,,45.519028039,,52.227005658,,,,,44.452043536,,,83.859929578,,49.262528955,,275.85,50.22987803,57.795238393,,,55.923540716,51.035928949,25.903665805,53.673543549,33.95,102.45,,,,,64.741225004,36.919612642,,71.385402082,,28.845872372,,,,,,18.764806079,,,,86.95,,31.95,53.01,49.19,35.38,113.86,129.32,88.2,126.15,55.1,98.68,55.05,81.65,35.58,56.49,14.54,53.7,268.51,65.5,,,,,,,,,,,,,,,,,,,30.99,115.63,108.74267404,,,103.6,221.75,,,,,,,,15.95,,9.79,97.83,31.95,20.21,10.78,,4.81,,8.71,6.99,9.37,10.3,12.85,11.87,12.36,10.44,,8.62,10.53,15.19,37.61,,,43.12,,,,,,,,,,,,,,,,,,
2024-02-15,,36.2,118.76,119.21,118.56,113.96,7.1,,,11.07,49.0,66.42,6.54,104.72,15.93,129.35,119.85,,54.535789397,45.218806334,,,,,,38.250307403,,,41.147052798,45.972732917,,,12.95,12.37,10.86,7.79,125.23,11.48,28.7,129.42,11.95,93.980247025,103.83,77.1,10.35,125.58,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.526951319,,25.694122085,,,,,28.269082464,,23.932487916,,49.985744581,97.27387401,,24.24,,,47.796244946,,26.447225955,60.68,41.8,40.62,,34.44,112.52,168.92,91.77,67.18,112.22,88.0,75.27,75.82,116.51,11.52,53.12,139.83,88.55,108.76,,89.81,11.52,93.46,,,,,,30.432002527,,,,,,,124.06,22.239330717,,,,,,43.614797367,41.187750994,,62.299793493,,67.069559982,54.78893109,,43.753303627,,,31.32486588,,,49.819198748,44.371789394,52.277279588,,,,,,,51.975131389,,,,,36.371019295,,47.303541058,,,,12.064136947,47.36,,46.883383831,52.792166421,106.65,107.63,,,,,,,,,52.059082354,32.336603866,,53.149638653,,,23.499923474,,,,,,,,32.878578835,58.907787763,,,,47.317322162,50.677065994,,,26.404603066,63.54,41.581319893,83.377209749,,,,,,,,52.939461969,,54.476109158,,,45.401446444,,,84.049207157,64.843863252,50.716993915,,277.7,50.499394466,58.441495145,,62.099390132,56.86285054,51.782068261,26.193185194,53.722560483,34.85,103.28,,,,,,36.929497411,,73.46660914,,29.52272514,,8.1005882478,44.050850511,,,,,,,87.03,,31.76,53.0,48.71,35.58,113.93,129.95,89.1,126.74,55.6,98.76,55.42,81.66,35.8,56.07,14.2,54.01,270.52,64.21,,,,,,,,,,,,,,,,,,,34.2,116.57,109.55253171,,,104.07,223.42,,,,,,,,16.4,,10.12,98.41,31.54,20.68,10.87,,4.8,,8.81,7.03,9.42,10.41,12.93,11.91,12.38,10.51,,8.83,10.59,15.18,38.01,,,44.44,,,,,,,,,,,,,,,,,,
2024-02-16,48.05,36.65,119.31,119.94,118.78,114.55,7.05,,,11.08,48.75,66.95,6.5,106.04,15.93,129.45,119.9,,55.091770502,,60.367614089,,,,,38.250307403,,,41.523820993,,49.606642147,,13.26,12.33,10.85,7.84,126.03,11.12,28.2,130.52,11.84,94.334011204,104.54,73.2,10.5,126.01,3.89,,,,,,,,,,,,,62.388710317,,,,,,,,,,,,,,51.72,,,37.467004113,,,,,,,,,23.962341331,,,,41.067956604,,,,47.449536434,,,61.2,41.01,40.49,,34.1,112.77,165.22,91.44,66.57,113.91,87.01,75.21,76.57,116.56,11.5,53.13,138.65,89.04,107.94,,89.39,11.43,93.07,,,,50.359995955,,30.323668537,,,45.836132501,,,,124.88,,,44.269538297,,51.978278758,,,41.386007317,,62.259959865,,67.338435724,54.52992887,,,,,31.215164025,,42.422142333,50.117517303,44.331886706,52.117776065,,,,55.705953514,,,,,,,,36.092008736,,,,56.535742268,55.393217775,11.994228868,47.34,,46.697842425,52.585755046,107.59,107.74,,,,,,,,,52.118828814,32.614853684,,53.765497994,,,24.036269994,46.918355647,,,37.707924623,,39.391182338,,33.226342588,,,,,44.324568649,51.044506998,,,,63.72,41.77037112,83.059317373,,,55.101844084,,,46.381243462,38.84,,,54.476109158,,,45.221559577,,,,64.803934765,50.009685612,,276.35,50.209913849,58.521034437,45.990543438,,56.833188125,,26.146595867,53.840201127,35.41,104.01,,,,,,36.899843104,,73.674729846,,29.572493726,,8.2004721966,,,,18.764806079,,,,87.01,,31.56,52.39,48.37,34.92,113.72,130.95,89.8,126.0,56.0,98.6,56.9,81.62,35.95,55.6,13.98,54.52,268.91,63.55,53.417696823,50.011153041,,,,,,,,,,,,,63.520309345,,,,33.5,117.43,110.29490124,,,104.97,225.53,,,,,,,,16.55,,10.0,99.08,31.5,20.45,10.83,,4.88,,8.78,7.05,9.37,10.41,13.03,11.93,12.24,10.54,,8.75,10.52,14.99,38.16,,,44.47,,,,,,,63.24,,,,,,,,,,,
2024-02-19,,,119.08,119.91,118.12,114.67,7.01,10.41,,11.15,48.69,66.86,6.5,105.82,16.15,129.4,120.2,,53.662104805,,,,,,,37.705290069,,,,,,,13.18,12.34,11.0,7.82,126.42,11.48,28.9,130.61,11.79,95.888711675,104.42,73.5,10.39,126.27,3.99,,,,,,,,44.207613439,,,,,,,,,,,,,,,,,,,51.61,,,37.437030509,,27.159225245,,,,,,,,,,95.766128963,,,,,47.548596009,,,60.72,43.2,40.95,,34.64,113.2,171.97,94.81,,113.1,87.08,73.77,75.5,116.57,12.42,53.09,137.9,88.99,111.19,,91.0,11.5,94.5,,,,,,30.67821614,,,45.836132501,,,,125.14,22.506916247,,,,,,43.982058974,41.386007317,,62.33962712,,,54.938355447,,44.130059924,,,31.374730359,,,,,52.237403707,,,,,,,52.680451405,,,,,35.484164304,,,,,,11.784504633,47.06,,48.826685931,54.305849838,107.48,107.92,,,,,,,,,52.178575275,32.147791489,,,,,24.036269994,,49.812610441,47.249817343,,42.468444122,,,32.78915387,,,,,,,,,,63.92,41.581319893,,,,,39.43,,45.449654384,,,,54.476109158,50.932028538,45.890350502,44.422062392,,,,,50.308548275,,276.7,49.551095894,58.381840675,,,56.981500203,,26.409492784,53.918628222,35.35,103.73,,,,,,36.899843104,,74.001776669,,,,8.1005882478,44.050850511,,,18.375121608,,,,87.09,,31.56,52.39,48.37,34.92,113.7,131.37,90.1,127.45,56.15,98.72,56.61,81.74,35.9,55.6,13.98,54.5,268.9,63.55,,,,,,,,,,,,,,,,,,,32.7,117.5,110.37203054,,,105.02,225.72,,,,,,,,16.8,,10.45,99.32,33.05,20.44,10.79,,4.98,,8.78,7.05,9.36,10.59,13.04,11.93,12.16,10.58,,8.74,10.53,14.96,38.48,,,,,,,,,,,,,,,,,,,,,
2024-02-20,,,120.73,121.57,119.75,115.76,6.98,10.41,,,49.15,67.55,6.47,106.37,16.0,129.45,119.8,,,45.099678853,59.306793805,,,48.130720283,,,,,41.028073369,46.151267803,49.176045924,,13.15,12.37,10.94,7.95,127.29,11.3,29.15,131.55,11.44,92.956192823,106.01,72.75,10.56,127.11,3.9,,45.16,,,,,,,22.41175689,,,,,,,,,,,,,,,,,,50.47,24.520536192,42.148887249,36.727655231,,25.983156042,,,,,,,24.340484592,,49.93754232,,,23.56,,,45.666464083,,25.369783328,60.0,43.5,40.86,,33.63,114.5,160.99,90.92,65.75,113.05,85.06,74.35,73.86,116.62,11.77,53.16,135.63,90.14,105.5,,89.0,11.17,92.02,,,,49.827815959,,30.06760638,,46.836255083,45.786793284,,,,126.19,,,44.150640701,52.661412477,,,43.436129558,41.19766381,,61.244202363,,65.227263234,53.713075716,,42.712266491,,,30.935922942,,42.263702959,49.421440674,42.855487239,51.090972138,,49.532231676,,54.211695104,,,,,,,,35.872786154,58.591169112,,,55.977758206,55.333719153,11.694622818,47.22,42.24,46.483005007,52.290881654,108.24,107.81,,,,,,,,52.819302403,51.362040318,32.227291437,38.602907653,53.91213117,,,23.480058788,,,,37.132382615,42.151515435,,,32.669920583,,,,48.268680145,,50.498310912,48.000872156,,26.236546813,63.6,41.660920409,,,,54.962597547,39.68,,,,,,53.629742994,,45.870428492,44.571968114,,,82.007001697,63.546187417,49.013476735,57.742712808,272.3,49.032027202,57.844950451,,,56.417914308,50.628039458,25.181531237,53.428458875,34.52,105.85,,,77.127400137,17.657162212,64.960046167,36.563760954,,72.287258474,,29.293789645,,8.0506462734,,,,18.365129698,,47.952757339,,87.12,,31.15,51.64,47.82,33.68,113.67,132.16,90.26,129.35,56.55,98.82,56.74,81.86,36.4,54.88,13.5,55.31,265.25,61.81,,,,,,,,,,,,,,,,,,,33.8,117.62,110.56485379,,,105.59,226.59,,,,,,,,16.2,,10.5,99.99,32.39,20.25,10.7,,4.8,,8.76,7.0,9.23,10.4,13.15,11.92,12.05,10.51,,8.65,10.39,14.7,39.34,,,44.45,,,,,,,,,,,,,,,,,,
2024-02-21,,,120.44,121.53,118.97,115.49,6.91,,,11.24,49.44,67.35,6.41,105.52,16.0,129.55,120.35,,54.168444739,45.109606143,,,,48.140666701,,38.012481657,,,41.642800422,46.220698036,,,13.18,12.39,10.7,7.88,127.39,11.22,27.8,131.64,11.25,93.19637804,105.99,73.2,10.47,127.44,3.65,,,,,,60.965556382,,,,,,58.548012556,,,,,,,,,,,,,,35.355274996,47.4,,,36.417927998,,26.312056751,,,,,28.268203516,,22.967227489,,50.130351364,96.398409144,,,,,46.112232171,,,58.99,42.12,40.6,,33.94,114.43,159.53,90.63,66.19,113.69,84.93,74.72,73.79,116.68,11.43,53.17,135.75,90.05,105.28,,88.91,11.07,92.33,,,,49.611001886,,29.959272391,,46.786849751,45.688114851,,,,126.18,,57.659585127,44.150640701,,,,43.475833515,41.306704787,,61.453328907,13.774854012,64.888678967,53.663267596,,42.950217836,,,30.856139775,9.434633223,42.313215264,49.421440674,42.466436028,51.090972138,,,,,,,52.094340405,,,,,,58.74002879,,,55.967794205,,11.56479353,47.27,,46.385351635,52.290881654,108.26,109.41,,,,,,,,,51.630899389,32.346541359,38.385370776,53.961008896,,,24.05613468,,,,,42.191131521,38.766397724,55.138693195,,58.887913341,,48.434179469,,44.205256216,50.498310912,,,26.918657487,63.18,41.621120151,,,,,,,46.034375188,37.7,52.969147648,,,,45.20304115,44.48202468,49.900010067,,,63.366509225,48.684727806,58.00173809,273.8,49.261615278,58.163107621,,,56.53656397,,24.958568029,53.428458875,34.3,105.05,,,,17.726678599,64.960046167,36.573645723,,73.585535257,,29.214159908,,8.000704299,,18.579296632,,18.025404775,,,,87.28,,31.22,51.9,48.09,33.83,113.8,132.4,89.9,128.8,56.6,98.88,57.0,81.87,36.35,54.98,13.97,55.37,265.95,61.9,,,,,,,,,,,,,,,,,,,33.3,116.9,109.94781938,,,106.03,227.2,,,,31.067100726,,,,15.81,,10.23,100.12,29.8,20.05,10.74,,4.9,,8.78,7.02,9.25,10.39,13.14,11.9,12.04,10.52,,8.73,10.4,14.6,39.31,,,43.92,,,,,,,,,,,,,,,,,,
2024-02-22,,,121.51,122.88,119.49,116.04,6.95,,,11.16,49.92,67.68,6.42,106.22,16.0,129.5,120.25,,,45.814443739,,,,49.294451275,,38.091756906,,71.900522066,42.118718142,46.716628272,48.911816424,,13.26,12.39,10.98,8.03,127.49,11.39,28.3,131.9,12.1,94.315486918,106.91,74.94,10.58,127.73,3.79,,45.35,,,,60.567868473,,,21.432990323,55.069938465,,,62.208742883,,,,,,,,,,,,35.85,,,24.649019453,,38.086458581,,26.401756945,,,,,28.191257062,,22.748302443,24.752376709,,,,,,,45.468344933,,25.619191344,60.0,44.07,41.15,,34.27,115.45,165.0,91.3,67.7,114.02,88.28,75.8,76.76,116.73,11.99,53.22,138.65,90.84,105.93,,89.28,11.53,94.85,,,,,,30.225183092,,46.935065748,45.836132501,,,,126.3,23.438510314,,,,,,44.180578762,41.732955881,,62.867422685,,65.366680285,54.908470576,,43.346803412,,,30.965841629,,42.739021081,,,52.38693826,,,,,,,,,,,,,58.948432338,,,,,12.094097552,47.37,,46.912679843,52.634900612,108.46,109.8,,,,,,,,,52.596800496,32.922915983,38.790780411,54.048988802,,,24.463360742,,50.071687831,,37.410230481,,39.351513473,,33.266087017,,,,49.212203729,44.702391351,51.193469567,,,27.18557036,63.97,42.506675899,84.042796911,,,,,,,38.52,,,,,,45.451415018,,,,,49.212718511,,280.3,51.158212421,59.057924661,,,56.53656397,,26.382870311,53.70295371,34.44,105.95,51.633462084,,,17.875642285,,36.692262952,,74.041418708,,29.821336655,,,46.795976628,18.957248062,,18.834749446,,,,87.29,,31.92,52.55,49.09,33.75,113.8,132.55,90.15,128.5,56.7,99.0,57.69,81.85,36.55,56.62,13.41,55.75,273.1,65.0,,,,,,,,,,,,,,,,,,,33.53,117.57,110.63234193,,,106.03,227.38,,,,31.155948488,,,,16.0,,10.6,100.26,30.95,20.76,10.97,,5.0,,8.94,7.15,9.49,10.55,13.18,11.9,12.46,10.6,,8.79,10.69,15.16,39.83,,,43.13,,53.25,,,,,57.39,,,,,,,,,,,
2024-02-23,,,120.61,122.06,118.42,115.13,6.9,10.42,,11.25,49.02,67.05,6.4,105.64,15.96,129.45,120.15,,,46.062625991,,,,49.861397143,,,,,42.515316241,46.96459339,49.59685587,,13.1,12.4,11.09,7.92,126.85,11.38,31.22,131.06,12.02,95.02080764,106.91,75.46,10.59,126.92,4.5,,,,,,,,,,55.909175554,,,62.588674132,,,,,,,,,,,,,36.131657724,,,,38.44614182,,26.461557074,,57.037096976,,20.94855286,28.470187958,,,,,,,,,,44.576808758,,,59.87,43.47,41.19,,34.39,113.41,162.41,92.23,68.49,112.89,88.6,76.79,77.16,116.8,12.29,53.2,138.53,89.08,106.8,,90.19,11.56,94.86,,,,50.074195587,,30.825944307,,47.290784141,46.250581923,46.336454811,,,125.61,,,,,52.32447091,,44.627248284,42.149294158,,63.574469574,,66.432224891,55.625707492,,,,,31.424594838,,43.135119515,50.714154414,44.890524342,,,,,,,,,,,,,34.089111509,59.662958791,,,,,12.114071288,48.04,,47.244701307,53.126356266,107.96,109.12,,,,,,,,,53.034941205,33.091853372,,53.970784441,45.700417873,,24.652075258,,,47.845403276,,,,,,,,49.754750578,49.599544989,44.941016216,51.640357274,,,27.274541318,64.79,42.874828289,,,,,,,,,,,55.441962308,,46.517893823,45.971088189,,,,65.961860894,,60.073940344,282.2,51.228087053,59.654469355,46.019917853,,57.515423682,50.986186328,26.436115257,53.918628222,35.0,105.45,52.144684481,,79.442818982,18.097432661,,37.127192793,,74.209897375,,30.070179585,,8.2703909607,,19.23573859,,18.994619998,,,,87.28,,32.08,52.72,49.21,34.06,113.2,131.77,89.5,127.5,56.35,98.79,57.24,81.81,36.25,56.94,13.36,55.02,274.95,65.23,,50.612865138,57.095035114,,,,,,,,,,,,,,,,33.3,116.81,109.78391961,,,105.46,226.08,,,,,42.796626987,,,16.03,,10.5,99.64,31.29,20.35,11.04,,5.02,,8.98,7.15,9.54,10.62,13.08,11.94,12.49,10.72,,8.81,10.75,15.18,39.42,,,43.36,,,,,,,58.3,,,,,,,,,,,
