Data,ABGD39,SIVR39,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,BDAP11,DOLA11,DVER11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BICV39,BGWH39,BIEU39,BIPC39,BIUS39,BHEZ39,BHEW39,BXTC39,BGRT39,BIAG39,BCRB39,BCNY39,BEMV39,BTFL39,BFLO39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,SPYI11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BFTS39,BKYY39,BFDN39,BFXH39,BFPI39,BFCG39,BFTC39,BFDL39,BQCL39,BCIR39,BFDA39,BQQW39,BQTC39,BFBI39,BFTA39,BFPX39,BFVD39,QQQI11,TBIL39,BDRI39,BKCH39,BPOT39,BHIX39,BCTE39,BCLO39,BCPX39,BBUG39,BFNX39,BSNS39,BOTZ39,BGNO39,BLBT39,BMIL39,BLPA39,BLPX39,BCHQ39,BQYL39,BCAT39,BSIL39,BSOC39,BSDV39,BSRE39,BDVD39,BEDC39,BPVE39,BPFR39,BURA39,BPFV39,BHER39,BITH11,ETHE11,HASH11,BIYJ39,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USBD11,USDB11,USTK11,WRLD11,BSGO39,BHYC39,BTLH39,BSHY39,BIGS39,BTLT39,BGOZ39,BIEI39,BIYT39,BQLT39,BSTI39,IBIT39,BOVA11,BFXI39,BAOA39,BAOK39,BAOR39,BHDV39,BAOM39,BIEF39,BIEM39,BIXU39,BIVB39,BIJH39,BIJR39,BITO39,BAGG39,BUSR39,BHEF39,BIHA39,BAER39,BIHF39,BFAV39,BUSM39,BMTU39,BQUA39,BSIZ39,BVLU39,BDVE39,BSUS39,BEAG39,ETHA39,BIEV39,BIET39,BFAL39,BIDN39,BGLC39,BICL39,BKXI39,BIXC39,BIXG39,BIXJ39,BIGF39,BIXN39,BIAU39,BCOM39,BHYG39,BLQD39,BRAX11,ECOO11,CSMO11,MOBI11,BIDV39,BIGO39,BIGL39,BMBB39,MILA11,BMRE39,BACW39,BAAX39,BEWA39,BEWZ39,BEWC39,BECH39,BCHI39,BEGD39,BEFG39,BEFA39,BSCZ39,BEFV39,BEGE39,BEMC39,BEEM39,BEZU39,BEUF39,BEWQ39,BEWG39,BVEG39,BCWV39,BPIC39,BSDG39,BEWH39,BNDA39,BEWJ39,BEWW39,BEPP39,BERU39,BKSA39,BEWY39,BEWP39,BEWL39,BEWT39,BEWU39,BEUW39,BEGU39,BUSA39,BURT39,BIBB39,BIGE39,BREZ39,BARY39,BIWF39,BIWM39,BOEF39,IVVB11,BIVW39,BIVE39,BILF39,BIJS39,BDVY39,BIDR39,BSOX39,BSHV39,BSLV39,SMAL11,BTIP39,BSUC39,BIYC39,BIYK39,BIFR39,BGOV39,BIYM39,BIYE39,BIYG39,BIYF39,BITB39,BIHI39,BIEO39,BIHE39,BIAT39,BIYW39,BIYP39,BUTL39,UTIP11,B5P211,DIVD11,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,BBCN39,BBAJ39,BBER39,BBIL39,BBJP39,BBMR39,BBUS39,BMCE39,BPEM39,BJPI39,BPUS39,BPME39,BDRE39,BMOM39,BJQU39,BVLF39,BKBA39,BKWB39,META11,NSDV11,NDIV11,HIGH11,LVOL11,IBOB11,PIBB11,BHYS39,BSTP39,BLTP39,BZRO39,BIPZ39,BCRP39,BMFE39,QBTC11,QSOL11,QETH11,BOVS11,WEB311,TECB11,ACWI11,ASIA11,XINA11,EMEG11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,XMAL11,URET11,USAL11,UTEC11,TRIG11,HYEM39,ANGV39,GDXB39,EMLC39,MOTB39,BUZZ39,SLXB39,PFXF39,BUSF39,BWCL39,BAGY39,BCHA39,BEME39,BEUR39,BJAP39,BEUA39,BLUZ39,BWOR39,BUFF39,BTWO39,BEQW39
2023-12-15,48.1,38.0,121.66,122.29,121.27,111.66,7.62,10.24,,11.45,50.66,67.4,6.95,106.16,15.84,128.1,119.3,,52.29803974,44.181395212,,,,,48.394634813,39.18316322,,,,,,,12.96,12.11,10.17,8.39,128.85,9.15,24.19,131.77,9.62,89.000074976,108.89,59.75,10.46,130.19,3.32,,,30.12,,,58.976998566,,,,,,57.146966026,,,,,,,,,,14.013351485,,,,,48.366068528,,,34.88588903,,30.440873881,,,,,26.947532436,,27.476114675,,,,,,55.478866344,,45.663144048,,,48.75,32.71,33.0,,35.23,112.5,137.59,92.55,61.66,117.49,82.26,77.97,69.67,114.51,10.77,52.34,128.23,94.42,108.14,,90.39,10.76,88.5,,,,,,32.193283773,,,47.091379401,,47.53429518,,126.28,,,,,,,42.393627553,40.647402856,,58.178530062,13.627481691,65.510746993,51.137307159,,,,,30.686135024,,41.476160916,47.157825359,,48.00076927,,,,,,,,,,,,37.394853299,,,,,57.453713865,11.18194359,47.11,42.381034703,46.570167,53.342159835,107.9,109.73,,,44.493337216,,,,,,49.324646184,32.022415672,,54.523577677,,,24.832307688,45.517394638,,,,41.793303293,,,32.491769066,,,47.878916861,,,,,,27.772980607,59.87,38.472619444,82.849965171,,,,38.951029736,,45.786612136,36.808335266,53.091522834,,,,43.023188147,43.785491393,,,,,48.634115338,54.405784253,259.05,45.830647023,56.332217282,,62.327679756,57.080267959,,23.467488185,53.653590014,36.0,111.36,52.105359681,,,,,37.581980067,,71.806371991,,27.682328625,,,,,,17.124387696,,48.853433922,,86.38,,30.65,52.61,47.14,36.96,113.52,132.46,88.65,130.3,56.45,97.51,58.79,80.66,36.8,51.32,14.68,58.65,251.8,55.6,,,,,,,,,,,,,,,57.951367013,,,,32.45,115.86,108.93823563,,,106.09,225.1,,,,35.047466324,,46.864901143,,13.18,,8.09,100.14,26.95,19.19,10.26,,5.06,,8.49,6.95,8.78,10.15,13.16,11.37,11.46,10.51,,8.93,9.86,14.11,42.06,,,,,51.956861714,,,,,56.88,,,,,,,,,,,
2023-12-18,47.6,37.2,122.54,123.05,122.24,112.22,7.6,,,11.52,50.53,67.85,6.98,107.1,15.8,128.2,118.95,,52.643926247,43.9546723,,,,41.656243552,47.846394872,38.828742648,,,41.558561036,44.159136104,,,13.1,12.11,10.15,8.41,128.35,8.95,22.75,132.62,9.86,88.589515942,109.77,60.1,10.52,130.58,3.23,,,,,,59.685430981,,,,,,57.107156228,,,,,,,,,,13.551804519,,,,,48.266138635,,,34.76600625,,29.935013807,,,,,26.759022241,,,,52.230599795,,,,,,45.910743995,,,48.34,31.8,32.76,,34.82,113.27,130.36,91.67,60.18,118.53,81.8,75.05,68.67,114.58,10.26,52.39,127.19,95.24,106.78,,89.52,10.7,87.42,,,,49.767515012,,31.6134902,,,46.214573383,,,,127.27,,,,,,,41.695425847,39.835433076,,58.148735663,,64.735354236,50.928745603,,43.803356285,,,30.447332417,,41.574399099,47.217267996,38.387195927,47.75216367,,,,51.092210282,,,50.897233523,,,,,36.869561164,,47.797803078,,,,11.072316692,46.93,42.419738844,45.908354804,52.949938072,109.07,110.48,,,,,,,,,49.34443541,32.022415672,38.313388876,54.036504203,43.219069197,,24.490264883,44.985373142,46.091281147,44.698734364,36.636439113,41.05974426,38.331410953,,32.059854311,56.962620047,,47.097906241,47.343370133,,,,,27.354976349,59.16,37.841759171,81.866582795,,,,38.331667072,,45.737059525,,52.272780789,,50.781610664,,43.043000806,42.806709879,,,,59.0855673,48.206802923,54.515152606,257.8,45.75094155,55.796947225,,61.433309351,56.766046632,,23.21822298,52.676115246,35.52,111.61,52.056203681,,,,,37.029303889,,72.112014931,,27.811314386,,7.4223409681,,,,17.064512215,16.023906609,,,85.85,,30.3,52.13,46.62,36.13,113.78,133.35,89.05,131.0,56.8,97.79,59.05,80.76,36.95,51.44,14.5,58.6,251.0,55.92,53.910059921,45.466747083,51.449058763,,,,,,,51.822739938,,,,,,,,,31.0,116.85,109.83878916,,,106.77,226.65,,,,35.439935152,,,,13.13,,8.15,100.93,25.6,19.68,10.24,,4.98,,8.45,6.88,8.77,10.12,13.25,11.35,11.4,10.48,,8.84,9.83,14.04,42.43,,,,,,,,,,,,,,,,,,,,,
2023-12-19,47.51,,123.58,123.97,123.52,113.14,7.55,,,11.45,51.05,68.46,6.89,107.16,15.92,128.45,119.25,,51.942270763,44.132107623,56.219856351,,,41.871977394,,38.818897633,,,,44.061222277,,,13.15,12.13,10.11,8.43,129.08,9.34,23.79,133.41,9.66,88.042103897,110.47,60.46,10.59,131.31,3.33,,,,,,60.098683224,,,,,,,,,,,,,,,,13.650006001,,,,,48.166208741,,,34.855918335,,30.292091506,,,,,26.674192653,,27.6249023,,,,,,,,44.377528939,,,48.9,31.64,32.32,,34.79,113.89,127.99,91.52,61.25,119.91,81.66,77.19,69.42,114.62,10.54,52.43,126.75,95.7,107.98,,89.21,10.62,87.84,,,,48.862651102,,31.574182161,,46.589576372,45.958427805,,,,128.05,,,,,,,41.941271518,40.275657655,,57.860723138,13.452719465,65.699624716,50.859225084,,43.852595669,,,30.666234807,,,47.029032979,38.138187132,,,,,,,,,,,,,37.097518128,,,,52.004520833,,11.082282774,46.87,,45.742901755,52.606744029,109.43,110.94,,,,,,,,,49.146543148,31.717721109,,55.258963117,,,24.724808521,,,44.797168044,,,,52.893842592,33.20835491,,,,47.472479386,,,,,,59.37,37.792473212,,,,,,,,36.230382995,53.013547401,,,,42.98356283,43.126312006,,,,59.414540426,48.683802828,,257.2,45.75094155,56.015020211,,,56.795504881,,23.03210496,52.304674834,35.82,112.48,,,,,,36.79244267,,72.44723622,,,,7.4522697623,45.342328843,,,17.01461598,,,,85.93,,30.77,52.44,47.16,36.47,113.04,134.15,89.8,131.2,57.18,98.0,59.43,80.85,37.25,51.25,14.91,58.8,250.45,55.77,,,,,,,,,,,,,,,,,,,31.0,117.63,110.55731591,,,107.15,227.9,,49.230291035,,,,46.083982149,,13.25,,8.25,101.51,25.3,19.82,10.22,,5.0,,8.46,6.89,8.75,10.13,13.32,11.4,11.4,10.48,,8.84,9.82,14.0,42.6,,,,,,,,,,,,,,,,,,,,,
2023-12-20,47.55,,122.81,122.97,123.19,112.4,7.6,10.28,,11.45,51.05,67.63,6.98,107.15,15.68,128.75,119.85,,,43.432223852,,,,,,39.596653887,,,,,,,13.23,12.13,10.07,8.47,128.11,9.39,23.72,132.38,9.7,88.974050634,109.54,61.92,10.64,130.11,3.25,,,30.26,,,,,,,,,,,,,,,,,,,13.689286594,,,,36.495245739,48.416033475,,42.367848381,34.975801116,,29.994526757,,,,,26.683618162,,27.347165401,,52.706721945,,41.407966597,,,,44.520375062,,,50.15,31.68,32.96,,34.72,113.08,136.17,92.76,59.0,119.19,81.01,76.85,68.78,114.66,11.01,52.48,125.69,95.43,106.4,,90.13,10.6,87.55,,,,49.079031602,,32.075359656,,46.885508468,46.50027422,,,,126.82,,,,,,,,39.74738816,,57.840860205,,,,,44.315445882,,,30.845336762,,,,,,,,,,,,,,,,,,,,,,,,47.25,,46.268458499,53.538270717,108.95,110.89,,,,,,,,,49.166332375,32.612147084,,,,,24.724808521,,,,,,39.055938261,,33.20835491,,,,,,44.203249477,,,,59.22,37.792473212,,,,,39.334444718,,,,,,,,42.904312196,43.915329757,,,,,48.355865394,54.246703012,256.2,,56.907136973,,,55.538619572,,23.79319472,52.666340498,36.32,111.4,51.908735682,,,,,37.147734499,,74.734628545,,,,,,,,,,,,85.99,,30.35,51.75,46.4,35.96,114.46,132.9,89.5,129.6,57.17,98.25,59.32,80.93,36.95,51.01,14.16,58.8,248.32,55.5,,,,,,,,,,,,,,,,,,,31.65,116.95,109.81004809,,,106.41,226.18,44.02940243,,,,,,,13.64,,8.28,100.72,25.35,19.58,10.2,,4.9,,8.45,6.84,8.71,10.11,13.22,11.41,11.34,10.52,,8.82,9.76,13.9,42.51,,,51.0,,,,,,,56.61,,,,,,,,,,,
2023-12-21,,,124.01,124.53,123.71,113.67,7.57,10.28,,11.55,51.2,68.65,6.98,107.8,15.86,128.6,120.0,,52.023946194,43.918331333,,,,44.46078349,,38.765596518,,,,,,,13.24,12.13,10.13,8.49,129.43,9.36,23.22,133.76,9.62,88.338192581,110.72,60.3,10.58,131.4,3.26,,,,,,60.994063082,,,,,,60.122748479,,,,,,,,,,13.453603037,,,,36.930183663,47.716524219,24.528360493,,,,29.280371358,,,,,26.721320201,,27.912558374,,,,40.980679887,,55.359428526,,45.434590251,,,50.0,31.65,33.31,,34.37,113.81,143.43,92.0,60.05,120.74,81.73,77.59,69.62,114.73,11.22,52.48,125.75,96.27,108.09,,89.53,10.66,88.09,,,,49.079031602,,31.721587307,,,46.451015455,,,,128.35,,,,,,,42.522938534,40.325335991,,58.017678531,,65.038054379,51.063283776,,43.584754757,,,30.666654753,,,,38.256702412,47.929488851,,,,,,,,,,,,,,,,51.812805745,,11.035489508,47.19,42.52,46.083540385,52.773438278,109.55,110.37,,,,,,,,,49.171336776,,,55.075421036,,,24.632210572,,,45.363795222,,,37.804427762,53.109780242,,,,,47.056997228,,47.61836791,,,,58.9,38.128647482,81.857286826,,,,,,,,,,,,,42.813074305,,,,,48.764424516,,256.8,,56.075201193,,,56.032302906,,23.248074167,52.666340498,36.32,112.8,,,,,,36.91087328,,72.376453062,,27.143786735,,7.4912961601,,,,17.146116737,,,,86.02,,30.68,52.24,46.92,36.56,114.51,134.41,90.3,130.35,57.23,98.29,60.9,80.95,37.2,51.12,14.48,59.3,250.08,55.82,,,,,,,,,,,,,,,,,,,32.0,118.1,110.94053017,,,107.48,228.6,,,,,,46.855139655,,13.68,,8.41,101.79,27.39,19.49,10.23,,4.98,,8.49,6.88,8.74,10.17,13.36,11.5,11.41,10.53,,8.8,9.8,14.0,42.79,,,51.3,,,,,,,60.39,,,,,,,,,,,
2023-12-22,47.8,37.9,124.56,125.09,124.23,114.02,7.58,10.29,,11.55,51.67,68.95,6.91,108.17,15.86,128.9,120.45,,,44.275713776,,,,,,,,,,43.562511968,,,13.37,12.16,10.11,8.47,130.02,9.43,23.95,134.41,9.56,87.849779875,111.22,63.08,10.68,131.8,3.29,,,,,,,,,,,,,,,,,,,,,,13.964250744,,,,,,,,34.795976945,,30.421036231,,,,,26.721320201,,27.882800849,,52.621019958,,,,55.608257313,,45.453636401,,,49.84,32.65,33.5,,34.65,114.47,151.0,91.8,61.85,121.01,85.44,77.35,67.49,114.76,11.23,52.5,125.75,97.05,108.2,,88.84,10.62,87.84,,,,49.079031602,,31.426777016,,,46.155462865,,47.288512888,,128.94,,,,,,,42.145750937,39.809869553,,57.479924559,,65.555889141,50.824204804,,43.267486297,,,30.696573441,,41.273456873,46.92550876,37.947456577,47.540871374,,,,,,,,,,,,,,,,,56.761686099,11.005528903,47.15,41.24,45.879157207,52.587132941,110.26,111.61,,,,,,,,,48.972181909,31.352792009,,55.055869946,43.922075525,,23.778029077,45.696471729,,,,41.58698621,,,,,,,,,,,,,58.73,38.228148128,,,,,,,45.786612136,36.03,52.642605173,,,,,43.302766331,,,,,48.854083315,54.086471331,256.25,45.648098615,55.697389554,,,56.101515209,,23.001816296,52.402422311,35.88,112.9,51.466331685,,,,,36.87139641,,71.871017062,,27.382675947,,7.4613309754,,,,17.046197642,,,,86.04,,30.96,52.14,47.52,36.9,114.82,135.12,90.9,131.4,57.7,98.65,61.08,81.01,37.5,50.72,14.62,59.6,249.4,55.42,,,,,,,,,,,,,,,57.809690555,,,,34.49,118.85,111.70695871,,,107.94,229.62,,,,34.017235651,42.413784094,46.064459174,,13.75,,8.43,102.22,29.49,19.43,10.2,,4.84,,8.49,6.82,8.73,10.14,13.42,11.59,11.38,10.53,,8.79,9.78,13.95,43.0,,,51.92,,51.45,,,,,,,,,,,,,,,,
2023-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26,,,124.94,125.65,124.25,114.5,7.49,10.29,,11.67,51.68,69.1,6.91,108.93,15.9,128.5,120.5,,,44.037458814,56.183818204,,,,,38.686321269,,,,,,,13.5,12.15,10.02,8.56,130.77,9.14,24.89,135.2,9.59,87.923502547,112.08,63.0,10.68,132.27,3.32,,,,,,,,,,,,,,,,,,,,,,14.36687682,,,,,,,,,,30.302010331,,,,,26.579937555,,,,52.27821201,,,,,,45.758374797,,23.983132204,48.02,31.9,32.48,,34.63,114.89,150.75,90.15,62.73,121.6,81.86,77.46,68.12,114.79,12.76,52.53,125.67,97.62,108.61,,88.6,10.59,87.6,,,,48.685612511,,31.220409812,,46.589576372,45.859910274,,,,129.65,,,,,,,42.026639065,39.809869553,,57.479924559,,66.013973737,50.754473437,,43.505437642,,,30.576898691,,,46.637134157,,,,,,,45.202,,,,,,,37.357520914,,,,51.812805745,,10.925633956,46.9,41.2,45.616378835,52.243938898,110.85,111.7,,,,,,,,,48.952266422,31.372666996,38.395258816,,43.951880145,,23.718435019,,,44.788062154,,41.438425888,,52.861138948,,,,,47.523793106,,,,,,58.56,37.889845932,,,,,,49.161937185,45.637954304,36.6,52.642605173,,50.36376533,,,43.302766331,,,,,48.704651984,53.5983083,256.15,,55.637735085,46.264704651,62.457655845,55.883990829,,23.411136811,51.962558666,35.5,113.48,,,,,,36.555581451,,72.148511337,,27.173647887,,,,,,17.006230004,,,,86.09,,30.92,52.27,47.39,37.37,114.81,135.7,91.4,132.4,58.0,98.76,61.48,81.12,37.55,50.45,14.82,59.45,248.58,55.29,,,,,,,,,,,,,,,,,,,37.42,119.75,112.51170867,,,108.68,231.05,,,,,,,,13.15,,8.21,102.86,29.42,19.5,10.17,,4.82,,8.44,6.81,8.67,10.11,13.5,11.7,11.37,10.51,,8.77,9.74,13.89,43.17,,,,,,,,,,,,,,,,,,,,,
2023-12-27,48.14,,125.59,126.26,124.99,114.98,7.47,10.29,,11.72,51.88,69.7,6.87,108.83,15.91,128.8,120.3,,,44.146659005,,,,,,38.577317803,,,,,48.242626141,,13.49,12.14,10.12,8.59,131.39,9.37,25.89,136.01,9.59,87.656257859,113.1,61.98,10.75,132.86,3.48,,,,,,59.891799029,,,26.047175565,,,,,,,,,,,,,14.36687682,,,,37.058688049,48.196187709,,42.726223039,,,30.549980956,,,,,26.570512045,,28.091103523,,53.125709436,,,,,,45.13937493,,,48.88,33.26,32.96,,34.92,115.65,157.79,90.87,63.8,122.29,82.03,78.05,68.67,114.85,13.26,52.56,127.04,98.0,109.13,,89.22,10.61,88.05,,,,52.11819408,,32.389823966,,,46.116055853,,,,130.46,,,,,,,,40.136992485,,57.489882966,,66.123515706,50.644895575,,43.614498676,,,30.566925795,,,,38.037237626,47.361509461,,,,,,,,,,,,,,,,,56.801351847,11.005528903,47.2,41.6,45.742901755,52.891104807,111.4,112.56,,,,,,,,,49.071759342,31.561479373,,,,,23.718435019,45.984558181,,44.907179341,,41.705834468,38.181281974,,,,,,,,,,,,59.08,38.158497676,,,,,,,,37.01,52.919671516,,50.284107338,,,43.94236408,,,,,49.30237731,,256.21,45.518331442,55.816698493,,,56.210277399,,23.41446462,52.050531395,35.72,114.0,,,,,,36.861527192,,71.662896357,,,,7.4912961601,,,,17.006230004,,,,86.09,,31.21,52.46,47.75,37.51,115.02,136.61,91.8,132.8,58.25,98.78,61.76,81.18,37.8,50.6,14.93,59.9,249.5,55.53,,47.268924136,54.474539761,,,,,,,,,,,,,,,,36.0,120.26,113.14401221,,,109.09,231.97,,,,34.762926424,,,,13.32,,8.29,103.36,32.97,19.75,10.21,,4.83,,8.51,6.88,8.72,10.18,13.57,11.75,11.41,10.6,,8.83,9.76,13.94,43.45,,,51.65,,,,,,,57.08,,,,,,,,,,,
2023-12-28,48.1,37.35,125.73,126.27,125.41,115.33,7.5,10.31,,11.59,52.0,69.75,6.9,109.21,15.88,129.2,120.75,,52.023946194,,,,,,,,,,,,,,13.52,12.15,10.17,8.5,131.41,9.32,27.88,135.96,9.69,88.44877659,112.94,61.49,10.77,132.92,3.98,,,,,,,,,26.027200737,,,,,,,,,,,,,14.965905861,,,,,,,,,,30.549980956,,,,,26.466831438,,,,57.134657935,92.118603439,,,,,45.710759422,,,48.96,33.55,33.05,,35.25,115.67,152.48,91.0,64.05,122.36,82.58,78.28,69.41,114.9,12.07,52.5,128.01,97.73,109.64,,89.31,10.67,88.49,,,,50.151098625,,32.183456763,,,46.116055853,,,,130.39,,,,,,,41.282189861,40.027951508,,57.957928089,13.460159545,66.05380718,52.796606323,,43.624413315,,,30.207901544,,,,,47.829843344,,,,,,,,,,,,,,,,49.820005524,,10.755857195,47.6,41.14,46.424179015,53.979520201,111.4,112.57,,,,,,,,,49.370491643,31.561479373,,,,,24.334240283,,,,,41.735546533,,,,,,,49.093021802,,48.234079862,,,,59.57,38.158497676,,,,,,,46.331690851,,,,50.732183542,,,42.992961172,,,,,49.710822949,,257.61,,53.689022419,,,54.390982581,,,52.881384947,35.64,113.2,,,,18.196741785,,37.95701033,,75.795578943,,,,,,,,18.505016432,,51.325520577,,86.18,,31.32,52.56,47.98,37.35,115.06,136.6,92.2,133.55,58.35,98.85,61.9,81.15,37.8,50.98,14.99,59.55,250.7,55.69,,,,,,,,,,,,,,,,,,,36.02,120.49,113.38352112,,,109.32,232.2,,,,,,,,13.38,,8.45,103.34,32.04,19.71,10.25,,4.97,,8.53,6.96,8.76,10.17,13.57,11.78,11.43,10.58,,8.94,9.81,14.01,43.25,,,,,,,,,,57.43,,,,,,,,,,,
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,48.25,37.1,123.04,123.42,123.0,114.23,7.5,10.31,,11.49,50.7,68.75,6.91,108.07,15.91,129.6,121.2,,52.500501426,44.255859196,,,,,,39.320523257,,,,44.911442211,48.086564269,,13.45,12.16,10.2,8.26,129.99,9.77,27.5,134.38,9.5,89.066203974,110.39,65.22,10.62,130.76,3.91,,,,,,,,,,,,,,,,,,,,,,14.45,,,,36.460127339,,,,34.229854957,,30.856866554,,,50.57977312,,,,27.70396938,,53.253239872,106.36270669,41.335396735,,,,44.170664501,,,51.95,34.6,34.41,,35.63,113.51,156.97,91.46,64.42,120.94,81.39,79.3,68.39,115.0,13.35,53.02,126.19,94.86,109.12,,89.86,10.48,89.09,,,,49.344589489,,31.662625249,,,46.451015455,,47.288512888,,128.76,22.586200849,,,,,,42.642050407,40.592982027,,58.256680296,13.494019076,65.625597666,50.953705914,,44.338267351,,,30.656681858,9.3349013707,41.788384838,47.870184186,37.598308055,,,,,,,,,,,,,,,47.768756884,,53.556505938,57.178176458,10.755857195,47.88,,46.278191031,52.998965792,110.01,110.59,,,,,,,,,49.231083236,31.879479165,38.395258816,54.762603593,,,24.195187482,45.477923386,,,,41.923722941,,53.517551963,32.342029045,,,,47.692634168,,49.058339411,,,,59.69,38.884852391,81.857286826,52.038453021,,,39.75,49.271185935,46.827216957,36.88,53.008728554,,50.861627779,,43.071386058,44.981710422,49.900010067,,,,48.595069007,,259.0,44.99926275,56.870594118,46.068875213,63.213994571,57.465986323,,22.652396343,52.812961714,35.41,109.91,,,,,,37.226688238,,72.911620591,,,,7.4912961601,,,,16.736448447,,,,86.77,,31.85,52.49,49.18,37.0,115.0,135.17,91.44,131.75,57.45,98.89,61.2,81.15,37.05,50.97,14.27,57.85,252.36,54.65,51.678515996,,,,,,,,,,,,,,57.897984412,,,,37.08,119.6,112.66499437,,,107.99,230.05,,,,,,,,14.05,,8.71,102.25,32.99,19.43,10.27,,4.93,,8.54,6.96,8.78,10.17,13.41,11.78,11.33,10.67,,9.02,9.85,13.73,41.88,,,,,,,,,,56.18,,,,,,,,,,,
